地域階層,地域コード,東京都26町丁目コード,地域名,町・大字名,丁目・字,地域名称,総数（経営組織）／事業所数（事業所）,総数（経営組織）／従業者数（人）,民営／事業所数（事業所）,民営／従業者数（人）,民営／個人／事業所数（事業所）,民営／個人／従業者数（人）,民営／法人／事業所数（事業所）,民営／法人／従業者数（人）,民営／法人／会社／事業所数（事業所）,民営／法人／会社／従業者数（人）,民営／法人／会社／株式・有限・相互会社／事業所数（事業所）,民営／法人／会社／株式・有限・相互会社／従業者数（人）,民営／法人／会社／合資・合名会社／事業所数（事業所）,民営／法人／会社／合資・合名会社／従業者数（人）,民営／法人／会社／合同会社／事業所数（事業所）,民営／法人／会社／合同会社／従業者数（人）,民営／法人／会社／外国の会社／事業所数（事業所）,民営／法人／会社／外国の会社／従業者数（人）,民営／法人／会社以外の法人／事業所数（事業所）,民営／法人／会社以外の法人／従業者数（人）,民営／法人でない団体／事業所数（事業所）,民営／法人でない団体／従業者数（人）,国・地方公共団体／事業所数（事業所）,国・地方公共団体／従業者数（人）,国・地方公共団体／国／事業所数（事業所）,国・地方公共団体／国／従業者数（人）,国・地方公共団体／地方公共団体／事業所数（事業所）,国・地方公共団体／地方公共団体／従業者数（人）,国・地方公共団体／地方公共団体／都道府県／事業所数（事業所）,国・地方公共団体／地方公共団体／都道府県／従業者数（人）,国・地方公共団体／地方公共団体／市町村／事業所数（事業所）,国・地方公共団体／地方公共団体／市町村／従業者数（人）,国・地方公共団体／地方公共団体／一部事務組合等／事業所数（事業所）,国・地方公共団体／地方公共団体／一部事務組合等／従業者数（人）
6,13211,1321102001,小平市,小平市鈴木町,１丁目,小平市鈴木町１丁目,185,1971,176,1773,51,151,125,1622,112,1098,111,1095,1,3,-,-,-,-,13,524,-,-,9,198,-,-,9,198,-,-,9,198,-,-
6,13211,1321102002,小平市,小平市鈴木町,２丁目,小平市鈴木町２丁目,138,996,136,953,55,138,81,815,73,536,72,530,1,6,-,-,-,-,8,279,-,-,2,43,-,-,2,43,-,-,2,43,-,-
5,13211,1321100300,小平市,小平市たかの台,,小平市たかの台,123,806,122,804,73,223,49,581,45,404,44,402,1,2,-,-,-,-,4,177,-,-,1,2,-,-,1,2,-,-,1,2,-,-
5,13211,1321101200,小平市,小平市津田町,,小平市津田町,80,1073,75,998,21,52,53,942,42,290,41,289,-,-,1,1,-,-,11,652,1,4,5,75,-,-,5,75,-,-,5,75,-,-
6,13211,1321101201,小平市,小平市津田町,１丁目,小平市津田町１丁目,16,115,15,95,4,11,10,80,6,23,6,23,-,-,-,-,-,-,4,57,1,4,1,20,-,-,1,20,-,-,1,20,-,-
6,13211,1321101202,小平市,小平市津田町,２丁目,小平市津田町２丁目,30,732,30,732,7,20,23,712,18,169,17,168,-,-,1,1,-,-,5,543,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13211,1321101203,小平市,小平市津田町,３丁目,小平市津田町３丁目,34,226,30,171,10,21,20,150,18,98,18,98,-,-,-,-,-,-,2,52,-,-,4,55,-,-,4,55,-,-,4,55,-,-
5,13211,1321102100,小平市,小平市天神町,,小平市天神町,179,1831,178,1825,49,125,129,1700,125,1650,124,1649,-,-,-,-,1,1,4,50,-,-,1,6,-,-,1,6,-,-,1,6,-,-
6,13211,1321102101,小平市,小平市天神町,１丁目,小平市天神町１丁目,61,637,61,637,18,51,43,586,43,586,42,585,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13211,1321102102,小平市,小平市天神町,２丁目,小平市天神町２丁目,37,304,37,304,9,16,28,288,26,258,26,258,-,-,-,-,-,-,2,30,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13211,1321102103,小平市,小平市天神町,３丁目,小平市天神町３丁目,8,139,8,139,1,3,7,136,5,116,5,116,-,-,-,-,-,-,2,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13211,1321102104,小平市,小平市天神町,４丁目,小平市天神町４丁目,73,751,72,745,21,55,51,690,51,690,51,690,-,-,-,-,-,-,-,-,-,-,1,6,-,-,1,6,-,-,1,6,-,-
5,13211,1321100100,小平市,小平市中島町,,小平市中島町,36,290,33,266,15,47,18,219,16,181,15,180,-,-,1,1,-,-,2,38,-,-,3,24,-,-,3,24,1,2,1,4,1,18
5,13211,1321101600,小平市,小平市仲町,,小平市仲町,196,2016,185,1624,56,161,128,1455,114,1257,114,1257,-,-,-,-,-,-,14,198,1,8,11,392,-,-,11,392,2,180,9,212,-,-
5,13211,1321102400,小平市,小平市花小金井,,小平市花小金井,676,7306,655,5659,204,583,451,5076,413,4311,408,4105,3,100,2,106,-,-,38,765,-,-,21,1647,-,-,21,1647,7,307,13,230,1,1110
6,13211,1321102401,小平市,小平市花小金井,１丁目,小平市花小金井１丁目,254,2309,244,1985,94,311,150,1674,138,1519,137,1415,-,-,1,104,-,-,12,155,-,-,10,324,-,-,10,324,6,269,4,55,-,-
6,13211,1321102402,小平市,小平市花小金井,２丁目,小平市花小金井２丁目,46,323,46,323,13,35,33,288,28,219,26,119,1,98,1,2,-,-,5,69,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13211,1321102403,小平市,小平市花小金井,３丁目,小平市花小金井３丁目,94,1366,93,1362,9,21,84,1341,79,1045,79,1045,-,-,-,-,-,-,5,296,-,-,1,4,-,-,1,4,-,-,1,4,-,-
6,13211,1321102404,小平市,小平市花小金井,４丁目,小平市花小金井４丁目,85,743,83,687,27,72,56,615,51,537,51,537,-,-,-,-,-,-,5,78,-,-,2,56,-,-,2,56,-,-,2,56,-,-
6,13211,1321102405,小平市,小平市花小金井,５丁目,小平市花小金井５丁目,71,403,68,358,24,49,44,309,40,274,39,273,1,1,-,-,-,-,4,35,-,-,3,45,-,-,3,45,-,-,3,45,-,-
6,13211,1321102406,小平市,小平市花小金井,６丁目,小平市花小金井６丁目,52,510,49,405,15,45,34,360,31,295,30,294,1,1,-,-,-,-,3,65,-,-,3,105,-,-,3,105,1,38,2,67,-,-
6,13211,1321102407,小平市,小平市花小金井,７丁目,小平市花小金井７丁目,35,296,35,296,11,22,24,274,23,271,23,271,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13211,1321102408,小平市,小平市花小金井,８丁目,小平市花小金井８丁目,39,1356,37,243,11,28,26,215,23,151,23,151,-,-,-,-,-,-,3,64,-,-,2,1113,-,-,2,1113,-,-,1,3,1,1110
5,13211,1321102300,小平市,小平市花小金井南町,,小平市花小金井南町,232,2235,229,2179,91,274,138,1905,121,1315,121,1315,-,-,-,-,-,-,17,590,-,-,3,56,-,-,3,56,-,-,3,56,-,-
6,13211,1321102301,小平市,小平市花小金井南町,１丁目,小平市花小金井南町１丁目,137,1238,136,1191,49,166,87,1025,78,813,78,813,-,-,-,-,-,-,9,212,-,-,1,47,-,-,1,47,-,-,1,47,-,-
6,13211,1321102302,小平市,小平市花小金井南町,２丁目,小平市花小金井南町２丁目,62,692,61,687,29,78,32,609,25,247,25,247,-,-,-,-,-,-,7,362,-,-,1,5,-,-,1,5,-,-,1,5,-,-
6,13211,1321102303,小平市,小平市花小金井南町,３丁目,小平市花小金井南町３丁目,33,305,32,301,13,30,19,271,18,255,18,255,-,-,-,-,-,-,1,16,-,-,1,4,-,-,1,4,-,-,1,4,-,-
5,13211,1321101700,小平市,小平市美園町,,小平市美園町,300,2982,299,2978,111,410,187,2559,169,1794,164,1705,-,-,5,89,-,-,18,765,1,9,1,4,-,-,1,4,-,-,1,4,-,-
6,13211,1321101701,小平市,小平市美園町,１丁目,小平市美園町１丁目,182,1640,181,1636,69,242,112,1394,102,1195,99,1111,-,-,3,84,-,-,10,199,-,-,1,4,-,-,1,4,-,-,1,4,-,-
6,13211,1321101702,小平市,小平市美園町,２丁目,小平市美園町２丁目,67,501,67,501,24,108,42,384,40,365,39,363,-,-,1,2,-,-,2,19,1,9,-,-,-,-,-,-,-,-,-,-,-,-
6,13211,1321101703,小平市,小平市美園町,３丁目,小平市美園町３丁目,51,841,51,841,18,60,33,781,27,234,26,231,-,-,1,3,-,-,6,547,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13211,1321101900,小平市,小平市御幸町,,小平市御幸町,47,1558,46,1554,9,19,37,1535,32,1523,32,1523,-,-,-,-,-,-,5,12,-,-,1,4,-,-,1,4,-,-,1,4,-,-
5,13211,1321101800,小平市,小平市回田町,,小平市回田町,65,1534,62,1481,8,73,54,1408,49,1276,49,1276,-,-,-,-,-,-,5,132,-,-,3,53,-,-,3,53,-,-,3,53,-,-
4,13212,1321200000,日野市,,,日野市,4604,61188,4479,57150,1639,4728,2825,52373,2462,43117,2436,42856,9,51,15,205,2,5,363,9256,15,49,125,4038,2,114,123,3924,17,829,106,3095,-,-
5,13212,1321201300,日野市,日野市旭が丘,,日野市旭が丘,258,5605,249,5387,59,178,189,5208,174,4786,173,4782,1,4,-,-,-,-,15,422,1,1,9,218,-,-,9,218,1,1,8,217,-,-
6,13212,1321201301,日野市,日野市旭が丘,１丁目,日野市旭が丘１丁目,33,342,33,342,10,28,23,314,17,149,17,149,-,-,-,-,-,-,6,165,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201302,日野市,日野市旭が丘,２丁目,日野市旭が丘２丁目,64,1046,57,861,19,52,38,809,36,734,35,730,1,4,-,-,-,-,2,75,-,-,7,185,-,-,7,185,-,-,7,185,-,-
6,13212,1321201303,日野市,日野市旭が丘,３丁目,日野市旭が丘３丁目,45,950,45,950,8,39,36,910,34,906,34,906,-,-,-,-,-,-,2,4,1,1,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201304,日野市,日野市旭が丘,４丁目,日野市旭が丘４丁目,19,2079,19,2079,1,2,18,2077,16,2072,16,2072,-,-,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201305,日野市,日野市旭が丘,５丁目,日野市旭が丘５丁目,46,433,44,400,13,29,31,371,30,360,30,360,-,-,-,-,-,-,1,11,-,-,2,33,-,-,2,33,1,1,1,32,-,-
6,13212,1321201306,日野市,日野市旭が丘,６丁目,日野市旭が丘６丁目,51,755,51,755,8,28,43,727,41,565,41,565,-,-,-,-,-,-,2,162,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321202700,日野市,日野市大字新井,,日野市大字新井,27,193,26,163,10,27,16,136,15,92,15,92,-,-,-,-,-,-,1,44,-,-,1,30,-,-,1,30,-,-,1,30,-,-
5,13212,1321202800,日野市,日野市大字石田,,日野市大字石田,28,165,24,105,10,27,14,78,13,71,13,71,-,-,-,-,-,-,1,7,-,-,4,60,-,-,4,60,-,-,4,60,-,-
5,13212,1321203700,日野市,日野市石田,,日野市石田,40,366,36,230,15,41,21,189,20,185,20,185,-,-,-,-,-,-,1,4,-,-,4,136,-,-,4,136,3,99,1,37,-,-
6,13212,1321203701,日野市,日野市石田,１丁目,日野市石田１丁目,27,251,23,115,10,23,13,92,12,88,12,88,-,-,-,-,-,-,1,4,-,-,4,136,-,-,4,136,3,99,1,37,-,-
6,13212,1321203702,日野市,日野市石田,２丁目,日野市石田２丁目,13,115,13,115,5,18,8,97,8,97,8,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321203100,日野市,日野市落川,,日野市落川,126,1105,126,1105,59,104,67,1001,59,878,58,876,-,-,1,2,-,-,8,123,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321203800,日野市,日野市大字上田,,日野市大字上田,47,266,47,266,20,50,27,216,24,180,23,178,-,-,1,2,-,-,3,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321202200,日野市,日野市大字川辺堀之内,,日野市大字川辺堀之内,29,150,29,150,9,14,20,136,18,116,17,114,1,2,-,-,-,-,2,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321200500,日野市,日野市栄町,,日野市栄町,126,854,124,843,39,80,85,763,70,561,69,560,-,-,1,1,-,-,15,202,-,-,2,11,-,-,2,11,1,1,1,10,-,-
6,13212,1321200501,日野市,日野市栄町,１丁目,日野市栄町１丁目,56,518,56,518,16,45,40,473,33,329,33,329,-,-,-,-,-,-,7,144,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200502,日野市,日野市栄町,２丁目,日野市栄町２丁目,29,111,27,100,10,18,17,82,13,45,12,44,-,-,1,1,-,-,4,37,-,-,2,11,-,-,2,11,1,1,1,10,-,-
6,13212,1321200503,日野市,日野市栄町,３丁目,日野市栄町３丁目,11,23,11,23,4,4,7,19,7,19,7,19,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200504,日野市,日野市栄町,４丁目,日野市栄町４丁目,16,77,16,77,6,9,10,68,8,64,8,64,-,-,-,-,-,-,2,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200505,日野市,日野市栄町,５丁目,日野市栄町５丁目,14,125,14,125,3,4,11,121,9,104,9,104,-,-,-,-,-,-,2,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321200300,日野市,日野市さくら町,,日野市さくら町,8,1522,8,1522,-,-,8,1522,8,1522,8,1522,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321200600,日野市,日野市新町,,日野市新町,112,1708,108,1629,36,101,72,1528,66,1391,65,1376,-,-,1,15,-,-,6,137,-,-,4,79,1,5,3,74,-,-,3,74,-,-
6,13212,1321200601,日野市,日野市新町,１丁目,日野市新町１丁目,53,448,52,443,20,74,32,369,27,290,27,290,-,-,-,-,-,-,5,79,-,-,1,5,1,5,-,-,-,-,-,-,-,-
6,13212,1321200602,日野市,日野市新町,２丁目,日野市新町２丁目,7,29,7,29,2,4,5,25,5,25,4,10,-,-,1,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200603,日野市,日野市新町,３丁目,日野市新町３丁目,32,217,29,143,12,21,17,122,16,64,16,64,-,-,-,-,-,-,1,58,-,-,3,74,-,-,3,74,-,-,3,74,-,-
6,13212,1321200604,日野市,日野市新町,４丁目,日野市新町４丁目,5,82,5,82,2,2,3,80,3,80,3,80,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200605,日野市,日野市新町,５丁目,日野市新町５丁目,15,932,15,932,-,-,15,932,15,932,15,932,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321202900,日野市,日野市高幡,,日野市高幡,385,4390,379,4258,97,380,280,3852,237,3234,236,3233,-,-,1,1,-,-,43,618,2,26,6,132,-,-,6,132,1,39,5,93,-,-
5,13212,1321200100,日野市,日野市多摩平,,日野市多摩平,632,6094,620,5436,235,909,384,4526,340,3990,338,3861,1,16,1,113,-,-,44,536,1,1,12,658,-,-,12,658,-,-,12,658,-,-
6,13212,1321200101,日野市,日野市多摩平,１丁目,日野市多摩平１丁目,218,2503,218,2503,57,286,161,2217,148,2017,146,1888,1,16,1,113,-,-,13,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200102,日野市,日野市多摩平,２丁目,日野市多摩平２丁目,101,904,97,864,34,189,63,675,52,502,52,502,-,-,-,-,-,-,11,173,-,-,4,40,-,-,4,40,-,-,4,40,-,-
6,13212,1321200103,日野市,日野市多摩平,３丁目,日野市多摩平３丁目,76,541,74,492,36,135,38,357,32,327,32,327,-,-,-,-,-,-,6,30,-,-,2,49,-,-,2,49,-,-,2,49,-,-
6,13212,1321200104,日野市,日野市多摩平,４丁目,日野市多摩平４丁目,51,917,48,398,22,69,26,329,22,290,22,290,-,-,-,-,-,-,4,39,-,-,3,519,-,-,3,519,-,-,3,519,-,-
6,13212,1321200105,日野市,日野市多摩平,５丁目,日野市多摩平５丁目,62,271,62,271,26,68,36,203,35,195,35,195,-,-,-,-,-,-,1,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200106,日野市,日野市多摩平,６丁目,日野市多摩平６丁目,94,812,91,762,48,118,42,643,37,590,37,590,-,-,-,-,-,-,5,53,1,1,3,50,-,-,3,50,-,-,3,50,-,-
6,13212,1321200107,日野市,日野市多摩平,７丁目,日野市多摩平７丁目,30,146,30,146,12,44,18,102,14,69,14,69,-,-,-,-,-,-,4,33,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321201000,日野市,日野市大字豊田,,日野市大字豊田,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321201100,日野市,日野市豊田,,日野市豊田,176,1613,174,1539,71,155,101,1380,81,1025,79,1005,1,19,1,1,-,-,20,355,2,4,2,74,-,-,2,74,-,-,2,74,-,-
6,13212,1321201101,日野市,日野市豊田,１丁目,日野市豊田１丁目,17,288,17,288,4,13,13,275,11,178,11,178,-,-,-,-,-,-,2,97,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201102,日野市,日野市豊田,２丁目,日野市豊田２丁目,33,392,32,354,9,13,23,341,20,201,20,201,-,-,-,-,-,-,3,140,-,-,1,38,-,-,1,38,-,-,1,38,-,-
6,13212,1321201103,日野市,日野市豊田,３丁目,日野市豊田３丁目,45,354,45,354,22,55,23,299,15,216,14,197,1,19,-,-,-,-,8,83,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201104,日野市,日野市豊田,４丁目,日野市豊田４丁目,81,579,80,543,36,74,42,465,35,430,34,429,-,-,1,1,-,-,7,35,2,4,1,36,-,-,1,36,-,-,1,36,-,-
5,13212,1321200900,日野市,日野市西平山,,日野市西平山,92,588,90,547,41,90,49,457,41,141,41,141,-,-,-,-,-,-,8,316,-,-,2,41,-,-,2,41,-,-,2,41,-,-
6,13212,1321200901,日野市,日野市西平山,１丁目,日野市西平山１丁目,30,321,30,321,12,41,18,280,13,39,13,39,-,-,-,-,-,-,5,241,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200902,日野市,日野市西平山,２丁目,日野市西平山２丁目,13,113,11,72,6,11,5,61,4,17,4,17,-,-,-,-,-,-,1,44,-,-,2,41,-,-,2,41,-,-,2,41,-,-
6,13212,1321200903,日野市,日野市西平山,３丁目,日野市西平山３丁目,7,44,7,44,3,4,4,40,2,9,2,9,-,-,-,-,-,-,2,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200904,日野市,日野市西平山,４丁目,日野市西平山４丁目,4,12,4,12,1,1,3,11,3,11,3,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200905,日野市,日野市西平山,５丁目,日野市西平山５丁目,38,98,38,98,19,33,19,65,19,65,19,65,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321201200,日野市,日野市東豊田,,日野市東豊田,115,778,113,717,40,117,73,600,65,535,61,531,1,1,2,2,1,1,8,65,-,-,2,61,-,-,2,61,-,-,2,61,-,-
6,13212,1321201201,日野市,日野市東豊田,１丁目,日野市東豊田１丁目,25,235,25,235,7,12,18,223,16,218,15,217,1,1,-,-,-,-,2,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201202,日野市,日野市東豊田,２丁目,日野市東豊田２丁目,31,238,29,177,12,52,17,125,13,96,13,96,-,-,-,-,-,-,4,29,-,-,2,61,-,-,2,61,-,-,2,61,-,-
6,13212,1321201203,日野市,日野市東豊田,３丁目,日野市東豊田３丁目,31,97,31,97,10,16,21,81,19,50,16,47,-,-,2,2,1,1,2,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321201204,日野市,日野市東豊田,４丁目,日野市東豊田４丁目,28,208,28,208,11,37,17,171,17,171,17,171,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321200800,日野市,日野市東平山,,日野市東平山,41,586,38,516,9,20,29,496,18,257,18,257,-,-,-,-,-,-,11,239,-,-,3,70,-,-,3,70,2,40,1,30,-,-
6,13212,1321200801,日野市,日野市東平山,１丁目,日野市東平山１丁目,9,60,7,29,3,7,4,22,3,22,3,22,-,-,-,-,-,-,1,-,-,-,2,31,-,-,2,31,1,1,1,30,-,-
6,13212,1321200802,日野市,日野市東平山,２丁目,日野市東平山２丁目,15,66,15,66,5,10,10,56,10,56,10,56,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200803,日野市,日野市東平山,３丁目,日野市東平山３丁目,17,460,16,421,1,3,15,418,5,179,5,179,-,-,-,-,-,-,10,239,-,-,1,39,-,-,1,39,1,39,-,-,-,-
5,13212,1321202100,日野市,日野市大字日野,,日野市大字日野,245,2845,243,2559,91,248,151,2309,142,2125,141,2122,-,-,1,3,-,-,9,184,1,2,2,286,-,-,2,286,2,286,-,-,-,-
5,13212,1321200200,日野市,日野市日野台,,日野市日野台,147,9774,145,9727,42,111,102,9616,92,9532,92,9532,-,-,-,-,-,-,10,84,1,-,2,47,-,-,2,47,-,-,2,47,-,-
6,13212,1321200201,日野市,日野市日野台,１丁目,日野市日野台１丁目,41,790,41,790,8,19,32,771,31,760,31,760,-,-,-,-,-,-,1,11,1,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200202,日野市,日野市日野台,２丁目,日野市日野台２丁目,35,230,33,183,12,25,21,158,21,158,21,158,-,-,-,-,-,-,-,-,-,-,2,47,-,-,2,47,-,-,2,47,-,-
6,13212,1321200203,日野市,日野市日野台,３丁目,日野市日野台３丁目,20,8421,20,8421,-,-,20,8421,16,8404,16,8404,-,-,-,-,-,-,4,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200204,日野市,日野市日野台,４丁目,日野市日野台４丁目,23,129,23,129,10,22,13,107,9,56,9,56,-,-,-,-,-,-,4,51,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200205,日野市,日野市日野台,５丁目,日野市日野台５丁目,28,204,28,204,12,45,16,159,15,154,15,154,-,-,-,-,-,-,1,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321200700,日野市,日野市平山,,日野市平山,193,858,184,706,106,234,77,467,63,347,61,334,1,2,1,11,-,-,14,120,1,5,9,152,-,-,9,152,-,-,9,152,-,-
6,13212,1321200701,日野市,日野市平山,１丁目,日野市平山１丁目,1,1,1,1,-,-,1,1,1,1,1,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321200702,日野市,日野市平山,２丁目,日野市平山２丁目,21,96,20,95,9,19,10,71,5,30,5,30,-,-,-,-,-,-,5,41,1,5,1,1,-,-,1,1,-,-,1,1,-,-
6,13212,1321200703,日野市,日野市平山,３丁目,日野市平山３丁目,37,116,35,101,20,31,15,70,13,63,13,63,-,-,-,-,-,-,2,7,-,-,2,15,-,-,2,15,-,-,2,15,-,-
6,13212,1321200704,日野市,日野市平山,４丁目,日野市平山４丁目,17,175,12,47,7,18,5,29,5,29,3,16,1,2,1,11,-,-,-,-,-,-,5,128,-,-,5,128,-,-,5,128,-,-
6,13212,1321200705,日野市,日野市平山,５丁目,日野市平山５丁目,73,303,72,295,43,102,29,193,23,125,23,125,-,-,-,-,-,-,6,68,-,-,1,8,-,-,1,8,-,-,1,8,-,-
6,13212,1321200706,日野市,日野市平山,６丁目,日野市平山６丁目,44,167,44,167,27,64,17,103,16,99,16,99,-,-,-,-,-,-,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321200400,日野市,日野市富士町,,日野市富士町,18,3670,18,3670,-,-,18,3670,17,3667,17,3667,-,-,-,-,-,-,1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
5,13212,1321202000,日野市,日野市程久保,,日野市程久保,128,3303,120,3068,33,101,86,2966,65,573,65,573,-,-,-,-,-,-,21,2393,1,1,8,235,-,-,8,235,1,119,7,116,-,-
6,13212,1321202001,日野市,日野市程久保,１丁目,日野市程久保１丁目,15,196,14,171,3,3,11,168,8,22,8,22,-,-,-,-,-,-,3,146,-,-,1,25,-,-,1,25,-,-,1,25,-,-
6,13212,1321202002,日野市,日野市程久保,２丁目,日野市程久保２丁目,18,1730,18,1730,3,3,15,1727,10,134,10,134,-,-,-,-,-,-,5,1593,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321202003,日野市,日野市程久保,３丁目,日野市程久保３丁目,20,105,20,105,6,20,13,84,11,41,11,41,-,-,-,-,-,-,2,43,1,1,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321202004,日野市,日野市程久保,４丁目,日野市程久保４丁目,2,19,2,19,-,-,2,19,1,2,1,2,-,-,-,-,-,-,1,17,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321202005,日野市,日野市程久保,５丁目,日野市程久保５丁目,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321202006,日野市,日野市程久保,６丁目,日野市程久保６丁目,9,31,9,31,6,20,3,11,3,11,3,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321202007,日野市,日野市程久保,７丁目,日野市程久保７丁目,1,271,1,271,-,-,1,271,-,-,-,-,-,-,-,-,-,-,1,271,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321202008,日野市,日野市程久保,８丁目,日野市程久保８丁目,38,313,38,313,13,49,25,264,22,238,22,238,-,-,-,-,-,-,3,26,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321202091,日野市,日野市程久保,（１～８丁目を除く）,日野市程久保（１～８丁目を除く）,25,638,18,428,2,6,16,422,10,125,10,125,-,-,-,-,-,-,6,297,-,-,7,210,-,-,7,210,1,119,6,91,-,-
5,13212,1321203000,日野市,日野市三沢,,日野市三沢,202,1239,194,1071,94,286,100,785,89,532,88,528,1,4,-,-,-,-,11,253,-,-,8,168,-,-,8,168,-,-,8,168,-,-
6,13212,1321203001,日野市,日野市三沢,１丁目,日野市三沢１丁目,61,365,59,314,32,95,27,219,24,194,24,194,-,-,-,-,-,-,3,25,-,-,2,51,-,-,2,51,-,-,2,51,-,-
6,13212,1321203002,日野市,日野市三沢,２丁目,日野市三沢２丁目,50,227,50,227,26,99,24,128,23,108,22,104,1,4,-,-,-,-,1,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321203003,日野市,日野市三沢,３丁目,日野市三沢３丁目,44,376,44,376,14,43,30,333,25,133,25,133,-,-,-,-,-,-,5,200,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321203004,日野市,日野市三沢,４丁目,日野市三沢４丁目,21,108,20,95,12,35,8,60,7,53,7,53,-,-,-,-,-,-,1,7,-,-,1,13,-,-,1,13,-,-,1,13,-,-
6,13212,1321203005,日野市,日野市三沢,５丁目,日野市三沢５丁目,8,15,8,15,7,11,1,4,1,4,1,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
6,13212,1321203091,日野市,日野市三沢,（１～５丁目を除く）,日野市三沢（１～５丁目を除く）,18,148,13,44,3,3,10,41,9,40,9,40,-,-,-,-,-,-,1,1,-,-,5,104,-,-,5,104,-,-,5,104,-,-
5,13212,1321201500,日野市,日野市南平,,日野市南平,365,2130,361,1977,165,400,196,1577,177,1379,174,1352,1,2,2,25,-,-,19,198,-,-,4,153,-,-,4,153,1,64,3,89,-,-
