"年度","番号","受付日","建築物名称","建築主氏名","建築主住所","標識設置日","設計者事務所","設計者住所","施工者事務所","施工者住所","建築敷地地名地番","建築敷地住居表示","用途地域1","用途地域2","建築物用途","工事種別","建築物高さ(ｍ)","建築物階数","建築物構造","建築物基礎","敷地面積(㎡)","建築面積(㎡)","延べ面積(㎡)","工事着工予定","工事完了予定","表示用(ラベル)","経度","緯度","分類"
"4","48","2022/06/06 0:00:00","中野江原町１丁目　E号棟","株式会社　飯田産業","武蔵野市境2-2-2","2022/06/01 0:00:00","株式会社　飯田産業　綾瀬支店　一級建築士事務所","足立区綾瀬5-1-4","株式会社　飯田産業　綾瀬支店　一級建築士事務所","足立区綾瀬5-1-4","江原町1-484","江原町1-25","第1種低層住居専用地域","","一戸建ての住宅","新築","9.237","地上3階","木造","べた基礎","61.42","41.4","103.81","2022/07/11 0:00:00","2022/11/11 0:00:00","4-48","139.670888977855","35.7269132727117","令和４年度"
"5","21","2023/04/26 0:00:00","（仮称）ドーミー中野弥生町　新築工事","大和ハウス工業株式会社　南関東支社","神奈川県横浜市西区みなとみらい3-6-1　みなとみらいセンタービル　15F","2023/04/25 0:00:00","株式会社　環　建築設計事務所、株式会社　環境建築設計","新宿区新宿1-9-1　第２タケビル　5F、渋谷区千駄ヶ谷4-21-1　シアターウェスト　3F","未定","","弥生町4-29-3","弥生町4-35-14","第１種中高層住居専用地域","","有料老人ホーム","新築","16.2","地上5階／地下1階","鉄筋コンクリート造","杭基礎","1281.87","690.41","3016.2","2023/08/15 0:00:00","2024/12/15 0:00:00","5-21","139.670764784248","35.6892332339381","令和５年度"
"5","131","2023/10/24 0:00:00","（仮称）中野区弥生町４丁目計画　新築工事","株式会社　Noah","港区南麻布4-9-34-602","2023/10/20 0:00:00","大和ハウス工業株式会社　東京流通一級建築士事務所","千代田区飯田橋3-13-1","大和ハウス工業株式会社　東京本店","千代田区飯田橋3-13-1","弥生町4-60-19他","弥生町4-17","第１種中高層住居専用地域","","有料老人ホーム","新築","14.99","地上4階/地下1階","鉄筋コンクリート造","杭基礎","1252.08","824.28","3190.51","2024/02/01 0:00:00","2025/12/23 0:00:00","5-131","139.670896334147","35.6877443445651","令和５年度"
"4","46","2022/06/06 0:00:00","中野江原町１丁目　C号棟","株式会社　飯田産業","武蔵野市境2-2-2","2022/06/01 0:00:00","株式会社　飯田産業　綾瀬支店　一級建築士事務所","足立区綾瀬5-1-4","株式会社　飯田産業　綾瀬支店　一級建築士事務所","足立区綾瀬5-1-4","江原町1-484","江原町1-25","第1種低層住居専用地域","","一戸建ての住宅","新築","9.008","地上3階","木造","べた基礎","73.26","36.43","98.11","2022/07/11 0:00:00","2022/11/11 0:00:00","4-46","139.670938777791","35.7270248596412","令和４年度"
"5","37","2023/05/16 0:00:00","個人","個人","個人","2023/05/12 0:00:00","株式会社　ウィザースホーム　神奈川一級建築士事務所","神奈川県横浜市西区みなとみらい2-3-1　クイーンズタワーA　5F","株式会社　ウィザースホーム","千葉県千葉市中央区川崎町1-39","中央4-125-23の一部","中央4-45-4","第１種中高層住居専用地域","","一戸建ての住宅","新築","9.956","地上3階","木造","べた基礎","48.91","34.23","97.57","2023/07/18 0:00:00","2023/12/28 0:00:00","5-37","139.671066616051","35.7022184984746","令和５年度"
"5","200","2024/02/28 0:00:00","中野区本郷小学校校舎新築その他工事","中野区長　酒井　直人","中野区中野4-11-19","2024/02/21 0:00:00","株式会社　ＩＮＡ新建築研究所","文京区白山3-1-8","未定","","本町4-22-23、29の各一部","本町4-27、28","第一種中高層住居専用地域","","小学校・児童福祉施設等","新築","14.95","地上4階","RC一部S","直接基礎","10246.13","4081.45","9431.48","2025/03/03 0:00:00","2027/07/30 0:00:00","5-200","139.670388842784","35.6950129941891","令和５年度"
"5","40","2023/05/16 0:00:00","（仮称）中野区上高田３丁目PJ　新築工事","株式会社　RMパートナーズ","新宿区西新宿1-25-1　新宿センタービル　33F","2023/05/15 0:00:00","株式会社　スカイリブ環境計画","新宿区新宿4-3-17　FORECAST新宿SOUTH　5F","株式会社　ワンズクリエーション","大阪府大阪市大正区三軒家東2-4-20","上高田3-38-38、39","上高田3-38-7","商業地域","","店舗","新築","13.5","地上4階","鉄骨造","杭基礎","115.43","98.09","376.72","2023/07/01 0:00:00","2024/01/31 0:00:00","5-40","139.671024241889","35.7154585542539","令和５年度"
"3","23","2021/05/06 0:00:00","個人","個人","個人","2021/04/30 0:00:00","パナソニックホームズ株式会社　東京一級建築士事務所","新宿区西新宿2-3-1　新宿モノリス　11F","パナソニックホームズ株式会社　東京支社","新宿区西新宿2-3-1　新宿モノリス　11F","江原町2-899-2","江原町2-16-15","第1種低層住居専用地域","","共同住宅・長屋","新築","9.917","地上3階","鉄骨造","直接基礎","146.78","85.6","244.95","2021/09/13 0:00:00","2022/02/27 0:00:00","3-23","139.671032341386","35.7308853251676","令和３年度"
"3","140","2021/11/22 0:00:00","（仮称）中野区本町４丁目計画","三菱地所レジデンス株式会社","千代田区大手町1-9-2","2021/11/18 0:00:00","株式会社　アーキタンツ　一級建築士事務所","港区芝浦1-13-10　第３東運ビル　4F","未定","","本町4-54-1他8筆","本町4-30","第1種中高層住居専用地域","商業地域","共同住宅","新築","46.98","地上15階","鉄筋コンクリート造","杭基礎","925.39","377.06","4237.57","2022/03/16 0:00:00","2024/01/31 0:00:00","3-140","139.671086180665","35.6971798970578","令和３年度"
"3","151","2021/12/08 0:00:00","個人","個人","個人","2021/11/29 0:00:00","旭化成ホームズ株式会社　集合東京北　一級建築士事務所","豊島区西池袋5-4-7","旭化成ホームズ株式会社","千代田区神田神保町1-105","江原町2-82-2、5、14の各一部","江原町2-13","第1種低層住居専用地域","","共同住宅","新築","9.609","地上3階","鉄骨造","杭基礎","744.03","457.27","1186.51","2022/04/09 0:00:00","2023/01/30 0:00:00","3-151","139.671019013901","35.7291798656241","令和３年度"
"3","60","2021/06/28 0:00:00","個人","個人","個人","2021/06/26 0:00:00","誠賀建設株式会社　TAINN　DESIGN　一級建築士事務所","小平市鈴木町1-472-40","誠賀建設株式会社","小平市鈴木町1-472-40","江原町2-83-39","江原町2-14-10","第1種低層住居専用地域","","一戸建ての住宅","新築","9.63","地上3階","木造","べた基礎","80.9","44.55","108","2021/08/24 0:00:00","2022/03/31 0:00:00","3-60","139.671218327115","35.7300245794702","令和３年度"
"3","84","2021/07/28 0:00:00","（仮称）弥生町四丁目プロジェクト　新築工事","個人","個人","2021/07/20 0:00:00","生和コーポレーション株式会社　一級建築士事務所","千代田区神田淡路町1-3","生和コーポレーション株式会社","千代田区神田淡路町1-3","弥生町4-28-2、5","弥生町4-11","第1種中高層住居専用地域","","共同住宅","新築","12.325","地上4階","鉄筋コンクリート造","杭基礎","551.33","385.42","1301.04","2021/11/30 0:00:00","2022/10/31 0:00:00","3-84","139.671217061553","35.6895650490968","令和３年度"
"3","45","2021/06/04 0:00:00","中野区江原町二丁目　新築工事","株式会社　拓斗建設","杉並区和田3-30-10　アルス東高円寺　1F","2021/05/20 0:00:00","マツウラアーキテクトデザイン　二級建築士事務所","杉並区和田3-30-10　アルス東高円寺　101","未定","","江原町2-83-39","江原町2-14-10","第1種低層住居専用地域","","一戸建ての住宅","新築","9.889","地上3階","木造","べた基礎","72.84","45.05","117.03","2021/07/01 0:00:00","2021/12/25 0:00:00","3-45","139.671272520499","35.730024713107","令和３年度"
"4","202","2023/02/28 0:00:00","松が丘110③3　新築工事","株式会社　オープンハウス・ディベロップメント","千代田区丸の内2-7-2","2023/02/25 0:00:00","株式会社　オープンハウス・アーキテクト　一級建築士事務所","中野区中野4-10-2　セントラルパークサウス　15F","株式会社　オープンハウス・アーキテクト","中野区中野4-10-2　セントラルパークサウス　15F","松が丘1-2062-11の一部","松が丘1-10","第1種低層住居専用地域","","一戸建ての住宅","新築","9.5","地上3階","木造","べた基礎","60.53","35.6","93.55","2023/04/28 0:00:00","2023/10/28 0:00:00","4-202","139.671303329591","35.7191311272997","令和４年度"
"4","201","2023/02/28 0:00:00","松が丘110③2　新築工事","株式会社　オープンハウス・ディベロップメント","千代田区丸の内2-7-2","2023/02/25 0:00:00","株式会社　オープンハウス・アーキテクト　一級建築士事務所","中野区中野4-10-2　セントラルパークサウス　15F","株式会社　オープンハウス・アーキテクト","中野区中野4-10-2　セントラルパークサウス　15F","松が丘1-2062-11の一部","松が丘1-10","第1種低層住居専用地域","","一戸建ての住宅","新築","8.95","地上3階","木造","べた基礎","60.79","39.12","95.42","2023/04/28 0:00:00","2023/10/28 0:00:00","4-201","139.671353754873","35.7191108087215","令和４年度"
"5","65","2023/06/15 0:00:00","松が丘110Ⅱ③1　新築工事","個人","個人","2023/06/12 0:00:00","株式会社　アーキシン","港区東麻布3-4-2　東麻布ビル　4F","株式会社　オープンハウス・ディベロップメント","渋谷区渋谷3-12-18","松が丘1-2062-11","松が丘1-10","第１種低層住居専用地域","","一戸建ての住宅","新築","9.141","地上3階","木造","べた基礎","60.4","37.17","87.97","2023/08/28 0:00:00","2024/01/28 0:00:00","5-65","139.671402350101","35.7190785366851","令和５年度"
"5","133","2023/10/26 0:00:00","（仮称）中野区本町５丁目計画　新築工事","ホウゲン建設株式会社","杉並区高円寺南4-24-14","2023/10/24 0:00:00","ホウゲン建設株式会社　一級建築士事務所","杉並区高円寺南4-24-14","山廣建設　株式会社","中野区本町5-14-23","本町5-7-10","本町5-20-2","第１種中高層住居専用地域","","共同住宅","新築","10.95","地上4階","鉄筋コンクリート造","べた基礎","159.32","109.2","389.03","2024/02/01 0:00:00","2024/09/30 0:00:00","5-133","139.671631289944","35.6930628808247","令和５年度"
"4","208","2023/03/10 0:00:00","個人","個人","個人","2023/03/03 0:00:00","大和ハウス工業株式会社　東京住宅　一級建築士事務所","千代田区飯田橋3-13-1","大和ハウス工業株式会社　東京本店","千代田区飯田橋3-13-1","松が丘2-87-1","松が丘2-34-6","近隣商業地域","","共同住宅","新築","15.422","地上5階","鉄骨造","杭基礎","198.53","143.84","703.05","2023/05/26 0:00:00","2023/12/15 0:00:00","4-208","139.671565245031","35.7237268363832","令和４年度"
"5","202","2024/03/01 0:00:00","（仮称）中野区松が丘の家A棟　新築工事","株式会社　幸建地所","中野区新井1-11-11","2024/03/01 0:00:00","株式会社　コミヤマデザイン","中野区鷺宮3-11-28","株式会社　東幸ブリス","渋谷区上原3-31-21","松が丘1-2049-3の一部","松が丘1-2","第一種低層住居専用地域","","一戸建ての住宅","新築","9.2","地上３階","W","べた基礎","71.83","50.22","120.48","2024/05/01 0:00:00","2024/10/31 0:00:00","5-202","139.671640808297","35.717306063463","令和５年度"
"5","54","2023/06/01 0:00:00","","","","","","","","","","","","","","","","","","","","","","","","5-54","139.67172068867","35.6987434565011","令和５年度"
"5","203","2024/03/01 0:00:00","（仮称）中野区松が丘の家B棟　新築工事","株式会社　幸建地所","中野区新井1-11-11","2024/03/01 0:00:00","株式会社　コミヤマデザイン","中野区鷺宮3-11-28","株式会社　東幸ブリス","渋谷区上原3-31-21","松が丘1-2049-3の一部","松が丘1-2","第一種低層住居専用地域","","一戸建ての住宅","新築","9.2","地上３階","W","べた基礎","71.71","50.22","120.32","2024/05/01 0:00:00","2024/10/31 0:00:00","5-203","139.671711336248","35.7172729203474","令和５年度"
"3","85","2021/07/29 0:00:00","（仮称）弥生町２丁目ＰＪ共同住宅　新築工事","株式会社　コプラス","渋谷区南平台町16-29　グリーン南平台ビル　5F","2021/07/29 0:00:00","イズアーク株式会社　一級建築士事務所","世田谷区大原1-63-9　アーク笹塚ビル　5F","イズアーク株式会社","世田谷区大原1-63-9　アーク笹塚ビル　5F","弥生町2-52-3","弥生町2-41-8","近隣商業地域","","共同住宅","新築","12.656","地上5階","鉄筋コンクリート造","べた基礎","80.76","43.27","215.49","2021/09/06 0:00:00","2022/07/15 0:00:00","3-85","139.671853396474","35.6913765536624","令和３年度"
"4","211","2023/03/13 0:00:00","松が丘一丁目計画　新築工事","個人","個人","2023/03/11 0:00:00","株式会社　ケイディアイ　一級建築士事務所","中央区銀座2-7-18　藤田ビル　5F","株式会社　ケイディアイ","中央区銀座2-7-18　藤田ビル　5F","松が丘1-2105-6","松が丘1-28-6","第1種低層住居専用地域","","共同住宅","新築","9.895","地上3階","木造","べた基礎","262.21","126.15","289.42","2023/05/10 0:00:00","2023/11/26 0:00:00","4-211","139.672025510656","35.7201630364574","令和４年度"
"5","158","2023/12/18 0:00:00","（仮称）中野賃貸マンション計画　新築工事","新日本建設株式会社","千葉県千葉市美浜区ひび野1-4-3","2023/12/18 0:00:00","新日本建設株式会社　一級建築士事務所","千葉県千葉市美浜区ひび野1-4-3","未定","","上高田2-83-1、10","上高田2-1-10","第１種中高層住居専用地域","近隣商業地域","共同住宅","新築","14.7","地上5階","鉄筋コンクリート造","杭基礎","676.35","415.42","1517.14","2024/08/31 0:00:00","2025/11/30 0:00:00","5-158","139.671979691657","35.7096807455893","令和５年度"
"4","83","2022/07/12 0:00:00","(仮称)ミライズ中野江原町2　新築工事","株式会社　東京ミライズ","渋谷区恵比寿西2-7-3　いちご恵比寿西ビル　5F","2022/07/07 0:00:00","株式会社　スミト　一級建築士事務所","世田谷区世田谷3-1-6-103","未定","","江原町2-86-4","江原町2-27-6","近隣商業地域","","共同住宅","新築","12.5","地上5階","鉄筋コンクリート造","杭基礎","100.43","66.7","322.43","2022/09/01 0:00:00","2023/05/31 0:00:00","4-83","139.672156162723","35.7318213645626","令和４年度"
"4","117","2022/09/26 0:00:00","松が丘116①　新築工事","株式会社　オープンハウス・ディベロップメント","渋谷区渋谷3-12-18","2022/09/15 0:00:00","株式会社　オープンハウス・ディベロップメント","渋谷区渋谷3-12-18　渋谷南東急ビル　6F","株式会社　オープンハウス・ディベロップメント","渋谷区渋谷3-12-18　渋谷南東急ビル　6F","松が丘1-2123-19の一部","松が丘1-16","第1種低層住居専用地域","","一戸建ての住宅","新築","9.225","地上3階","木造","べた基礎","53.66","33.43","79.07","2022/11/01 0:00:00","2023/03/31 0:00:00","4-117","139.672255340613","35.7176502612829","令和４年度"
"3","121","2021/10/28 0:00:00","（仮称）ミライズ中野江原町新築工事","株式会社　東京ミライズ","渋谷区恵比寿西2-7-3　いちご恵比寿西ビル 5F","2021/10/24 0:00:00","株式会社　スミト　一級建築士事務所","世田谷区瀬田4-23-17","未定","","江原町2-86-8","江原町2-27-6","近隣商業地域","","共同住宅","新築","12.545","地上5階","鉄筋コンクリート造","杭基礎","71.8","49.28","240","2021/12/01 0:00:00","2022/08/31 0:00:00","3-121","139.672256826441","35.731755890473","令和３年度"
"3","41","2021/05/26 0:00:00","個人","個人","個人","2021/05/20 0:00:00","旭化成ホームズ株式会社　東京北一級建築士事務所","豊島区東池袋1-24-1","旭化成ホームズ株式会社","千代田区神田神保町1-105","江原町2-85-7、9","江原町2-26-20","第1種低層住居専用地域","","共同住宅","新築","9.813","地上3階","鉄骨造","杭基礎","391.24","267.63","590.64","2021/10/04 0:00:00","2022/05/23 0:00:00","3-41","139.672243030115","35.7310734799518","令和３年度"
"3","107","2021/09/22 0:00:00","（仮称）江原町３丁目プロジェクト新築工事","株式会社　中野商店","練馬区豊玉北4-5-2","2021/09/18 0:00:00","一級建築士事務所　株式会社　タカギプランニングオフィス","新宿区四谷本塩町4-8　パーシモンビル　2F","株式会社　辰","渋谷区渋谷3-8-10","江原町3-28-10","江原町3-28-4","第1種低層住居専用地域","","一戸建ての住宅（事務所兼用）","新築","8.95","地上3階","鉄筋コンクリート造","直接基礎","110.1","74.23","160.7","2021/11/15 0:00:00","2022/07/15 0:00:00","3-107","139.672324874774","35.7334077314927","令和３年度"
"5","157","2023/12/13 0:00:00","（仮称）中野区中野１丁目計画","株式会社　秋元商事","中野区中央3-38-5","2023/12/08 0:00:00","積水ハウス株式会社　東京西シャーメゾン支店","渋谷区代々木2-1-1　新宿マインズタワー　24F","積水ハウス株式会社　東京西シャーメゾン支店","渋谷区代々木2-1-1　新宿マインズタワー　24F","中野1-103-2","中野1-56-3","近隣商業地域","","共同住宅","新築","12.782","地上4階","鉄骨造","布基礎","141.79","99.81","358.32","2024/03/11 0:00:00","2024/11/02 0:00:00","5-157","139.672506230503","35.7025360582159","令和５年度"
"4","172","2023/01/10 0:00:00","個人","個人","個人","2023/01/06 0:00:00","パナソニックホームズ株式会社　神奈川一級建築士事務所","神奈川県横浜市都筑区中川中央1-28-9","パナソニックホームズ株式会社　神奈川支社","神奈川県横浜市都筑区中川中央1-28-9","江古田1-118-2","江古田1-32","第1種低層住居専用地域","","共同住宅","新築","9.4","地上3階","鉄骨造","杭基礎","294.62","174.94","479.72","2023/06/29 0:00:00","2023/12/16 0:00:00","4-172","139.67246263108","35.7248241955789","令和４年度"
"3","163","2022/01/17 0:00:00","取下げ","","","","","","","","","","","","","","","","","","","","","","","3-163","139.672586676755","35.6934916727168","令和３年度"
"5","41","2023/05/18 0:00:00","（仮称）中野中央３丁目プロジェクト　新築工事","株式会社　エルプライス","渋谷区桜丘町1-2　渋谷サクラステージセントラルビル17Ｆ","2023/05/16 0:00:00","株式会社　Plum Studio","世田谷区経堂4-31-8　2F・3F","株式会社　ナミキ","板橋区成増3-12-1","中央3-73-2","中央3-48-5","第１種中高層住居専用地域","","共同住宅","新築","11.56","地上4階","鉄筋コンクリート造","直接基礎","223.92","131.06","437.09","2023/10/23 0:00:00","2024/07/15 0:00:00","5-41","139.672676206899","35.7018738363404","令和５年度"
"5","108","2023/09/01 0:00:00","松が丘２３２⑦５　新築工事","株式会社　オープンハウス・ディベロップメント","渋谷区渋谷3-12-18","2023/07/15 0:00:00","株式会社　オープンハウス・ディベロップメント","渋谷区渋谷3-12-18","株式会社　オープンハウス・ディベロップメント","渋谷区渋谷3-12-18","松が丘2-74-2、3、5、70-2、71-1、4の一部","松が丘2-32","第１種低層住居専用地域","","一戸建ての住宅","新築","9.054","地上3階","木造","べた基礎","65.33","32.25","77.41","2023/10/30 0:00:00","2024/03/28 0:00:00","5-108","139.672666845488","35.7232796508267","令和５年度"
"5","142","2023/11/13 0:00:00","個人","個人","個人","2023/11/13 0:00:00","東京セキスイハイム株式会社　東京支店　一級建築士事務所","立川市曙町2-22-20　立川ｾﾝﾀｰﾋﾞﾙ　9F","東京セキスイハイム株式会社　東京支店","立川市曙町2-22-20　立川ｾﾝﾀｰﾋﾞﾙ　9F","江古田1-131-11の一部","江古田1-8-1","第１種低層住居専用地域","","一戸建ての住宅","新築","9.095","地上3階","鉄骨造","べた基礎","102.48","63.24","155.17","2023/12/24 0:00:00","2024/04/27 0:00:00","5-142","139.672809400974","35.7244054012839","令和５年度"
"5","125","2023/10/12 0:00:00","東京中野アパート建替計画","株式会社　八十二銀行","長野県長野市大字中御所字岡田178-8","2023/10/04 0:00:00","株式会社　守谷商会　一級建築士事務所","長野県長野市南千歳町878","株式会社　守谷商会　東京支店","千代田区岩本町2-3-3","中央3-16-6、18-2、4","中央3-45-20","第１種中高層住居専用地域","","共同住宅","新築","15.75","地上5階","鉄筋コンクリート造","杭基礎","977.17","563.04","1863.06","2024/04/01 0:00:00","2025/06/30 0:00:00","5-125","139.672744901064","35.7008459044581","令和５年度"
"4","191","2023/02/16 0:00:00","（仮称）クレヴィスタ中野新橋Ⅱ　新築工事","株式会社　インヴァランス","渋谷区代々木2-1-1　新宿マインズタワー　17F","2023/02/15 0:00:00","株式会社　インヴァランス　一級建築士事務所","渋谷区代々木2-1-1　新宿マインズタワー　17F","未定","","弥生町2-37-15","弥生町2-39","近隣商業地域","","共同住宅","新築","26.68","地上9階","鉄筋コンクリート造","杭基礎","247.96","163.84","1095.92","2023/05/08 0:00:00","2024/06/30 0:00:00","4-191","139.672930107859","35.6912379000543","令和４年度"
"5","165","2023/12/26 0:00:00","（仮称）LEGALAND新中野　新築工事","株式会社　LeTech","港区虎ノ門1-2-8　虎ノ門琴平タワー 7F","2023/12/25 0:00:00","株式会社　AE総合計画","新宿区新宿6-12-5　新宿松喜ビル 6F","未定","","中野1-100-12、13、16","中野1-55-8","第１種中高層住居専用地域","近隣商業地域","共同住宅","新築","10.4","地上4階","鉄筋コンクリート造","直接基礎","119.71","81.31","325.24","2024/03/01 0:00:00","2024/11/30 0:00:00","5-165","139.673002026685","35.7025781780026","令和５年度"
