産業階層,産業分類並び順,産業,地域階層,地域コード,地域,昼間就業者（人）,常住就業者（人）,常住就業者／うち自宅就業者（人）,常住就業者／うち地域内通勤者（人）,流入超過通勤者（人）,流入通勤者（人）,流入通勤者／うち都外から流入（人）,流出通勤者（人）,流出通勤者／うち都外へ流出（人）
2,22,複合サービス事業,2,13224,多摩市,134,201,1,42,-67,88,15,155,5
2,23,サービス業（他に分類されないもの）,2,13224,多摩市,6788,6399,364,2236,389,3977,1180,3588,374
2,24,公務（他に分類されるものを除く）,2,13224,多摩市,1429,1696,21,443,-267,947,219,1214,127
1,25,分類不能の産業,2,13224,多摩市,2210,2270,334,383,-60,508,161,568,66
0,1,総数,2,13225,稲城市,26035,41473,4020,8002,-15438,12721,5013,28159,6680
1,2,第１次産業,2,13225,稲城市,443,434,293,83,9,66,24,57,22
2,3,農業，林業,2,13225,稲城市,443,434,293,83,9,66,24,57,22
3,4,うち農業,2,13225,稲城市,442,431,293,83,11,65,24,54,22
2,5,漁業,2,13225,稲城市,-,-,-,-,-,-,-,-,-
1,6,第２次産業,2,13225,稲城市,4746,6890,712,1199,-2144,2641,1072,4785,1551
2,7,鉱業，採石業，砂利採取業,2,13225,稲城市,1,8,-,-,-7,1,1,8,1
2,8,建設業,2,13225,稲城市,1948,2675,341,579,-727,890,368,1617,411
2,9,製造業,2,13225,稲城市,2797,4207,371,620,-1410,1750,703,3160,1139
1,10,第３次産業,2,13225,稲城市,19826,32857,2783,6515,-13031,9890,3869,22921,5019
2,11,電気・ガス・熱供給・水道業,2,13225,稲城市,51,127,5,7,-76,38,16,114,21
2,12,情報通信業,2,13225,稲城市,1390,4061,731,93,-2671,527,267,3198,583
2,13,運輸業，郵便業,2,13225,稲城市,1003,1749,51,279,-746,618,171,1364,312
2,14,卸売業，小売業,2,13225,稲城市,3842,5844,399,1494,-2002,1819,792,3821,861
2,15,金融業，保険業,2,13225,稲城市,311,1380,69,41,-1069,183,61,1252,127
2,16,不動産業，物品賃貸業,2,13225,稲城市,689,1317,263,153,-628,241,82,869,165
2,17,学術研究，専門・技術サービス業,2,13225,稲城市,929,2416,540,131,-1487,217,100,1704,395
2,18,宿泊業，飲食サービス業,2,13225,稲城市,1366,1953,76,664,-587,565,278,1152,273
2,19,生活関連サービス業，娯楽業,2,13225,稲城市,1708,1586,131,501,122,1032,495,910,201
2,20,教育，学習支援業,2,13225,稲城市,1740,2660,189,483,-920,1043,366,1963,459
2,21,医療，福祉,2,13225,稲城市,4110,4809,98,1644,-699,2291,819,2990,882
2,22,複合サービス事業,2,13225,稲城市,77,138,-,30,-61,45,6,106,29
2,23,サービス業（他に分類されないもの）,2,13225,稲城市,1907,3448,216,643,-1541,942,316,2483,444
2,24,公務（他に分類されるものを除く）,2,13225,稲城市,703,1369,15,352,-666,329,100,995,267
1,25,分類不能の産業,2,13225,稲城市,1020,1292,232,205,-272,124,48,396,88
0,1,総数,2,13227,羽村市,22693,24077,1697,6671,-1384,13618,1512,15002,1276
1,2,第１次産業,2,13227,羽村市,196,202,100,49,-6,45,8,51,5
2,3,農業，林業,2,13227,羽村市,196,202,100,49,-6,45,8,51,5
3,4,うち農業,2,13227,羽村市,195,193,100,49,2,45,8,43,5
2,5,漁業,2,13227,羽村市,-,-,-,-,-,-,-,-,-
1,6,第２次産業,2,13227,羽村市,8253,6544,364,2114,1709,5650,700,3941,499
2,7,鉱業，採石業，砂利採取業,2,13227,羽村市,3,8,-,1,-5,2,-,7,-
2,8,建設業,2,13227,羽村市,909,1342,203,253,-433,391,53,824,96
2,9,製造業,2,13227,羽村市,7341,5194,161,1860,2147,5257,647,3110,403
1,10,第３次産業,2,13227,羽村市,13572,16612,1147,4356,-3040,7791,794,10831,755
2,11,電気・ガス・熱供給・水道業,2,13227,羽村市,103,118,-,17,-15,84,9,99,5
2,12,情報通信業,2,13227,羽村市,342,769,141,42,-427,150,28,577,59
2,13,運輸業，郵便業,2,13227,羽村市,1321,1358,37,294,-37,951,137,988,145
2,14,卸売業，小売業,2,13227,羽村市,2432,3102,182,835,-670,1359,136,2029,165
2,15,金融業，保険業,2,13227,羽村市,260,445,17,53,-185,187,14,372,14
2,16,不動産業，物品賃貸業,2,13227,羽村市,410,577,141,97,-167,154,12,321,15
2,17,学術研究，専門・技術サービス業,2,13227,羽村市,965,817,190,137,148,630,74,482,53
2,18,宿泊業，飲食サービス業,2,13227,羽村市,1164,1265,70,516,-101,558,33,659,37
2,19,生活関連サービス業，娯楽業,2,13227,羽村市,591,813,118,171,-222,278,20,500,32
2,20,教育，学習支援業,2,13227,羽村市,1143,1164,71,349,-21,709,44,730,37
2,21,医療，福祉,2,13227,羽村市,2687,3357,65,982,-670,1605,153,2275,103
2,22,複合サービス事業,2,13227,羽村市,236,164,-,62,72,172,7,100,1
2,23,サービス業（他に分類されないもの）,2,13227,羽村市,1394,1846,107,517,-452,725,105,1177,69
2,24,公務（他に分類されるものを除く）,2,13227,羽村市,524,817,8,284,-293,229,22,522,20
1,25,分類不能の産業,2,13227,羽村市,672,719,86,152,-47,132,10,179,17
0,1,総数,2,13228,あきる野市,24227,35245,3186,10284,-11018,9132,973,20150,1326
1,2,第１次産業,2,13228,あきる野市,581,607,330,155,-26,86,10,112,3
2,3,農業，林業,2,13228,あきる野市,580,601,330,154,-21,86,10,107,3
3,4,うち農業,2,13228,あきる野市,553,561,325,145,-8,73,7,81,3
2,5,漁業,2,13228,あきる野市,1,6,-,1,-5,-,-,5,-
1,6,第２次産業,2,13228,あきる野市,5408,8146,834,1947,-2738,2270,343,5008,489
2,7,鉱業，採石業，砂利採取業,2,13228,あきる野市,10,22,-,5,-12,4,-,16,-
2,8,建設業,2,13228,あきる野市,2536,2995,563,873,-459,889,201,1348,130
2,9,製造業,2,13228,あきる野市,2862,5129,271,1069,-2267,1377,142,3644,359
1,10,第３次産業,2,13228,あきる野市,17092,25119,1828,7959,-8027,6685,606,14712,812
2,11,電気・ガス・熱供給・水道業,2,13228,あきる野市,102,133,-,17,-31,83,7,114,1
2,12,情報通信業,2,13228,あきる野市,271,864,182,22,-593,41,26,634,51
2,13,運輸業，郵便業,2,13228,あきる野市,863,1889,66,285,-1026,426,64,1452,151
2,14,卸売業，小売業,2,13228,あきる野市,3306,5007,396,1605,-1701,1151,152,2852,178
2,15,金融業，保険業,2,13228,あきる野市,243,499,26,66,-256,147,20,403,14
2,16,不動産業，物品賃貸業,2,13228,あきる野市,388,702,149,131,-314,85,10,399,22
2,17,学術研究，専門・技術サービス業,2,13228,あきる野市,593,1056,270,146,-463,152,28,615,62
2,18,宿泊業，飲食サービス業,2,13228,あきる野市,1344,1907,117,831,-563,344,30,907,41
2,19,生活関連サービス業，娯楽業,2,13228,あきる野市,1234,1462,184,539,-228,477,38,705,42
2,20,教育，学習支援業,2,13228,あきる野市,1555,1719,101,623,-164,805,48,969,57
2,21,医療，福祉,2,13228,あきる野市,4571,5765,122,2393,-1194,1959,103,3153,82
2,22,複合サービス事業,2,13228,あきる野市,395,298,3,192,97,199,4,102,3
2,23,サービス業（他に分類されないもの）,2,13228,あきる野市,1355,2510,202,680,-1155,392,47,1547,85
2,24,公務（他に分類されるものを除く）,2,13228,あきる野市,872,1308,10,429,-436,424,29,860,23
1,25,分類不能の産業,2,13228,あきる野市,1146,1373,194,223,-227,91,14,318,22
0,1,総数,2,13229,西東京市,52631,88162,8778,16504,-35531,24359,8287,59890,5336
1,2,第１次産業,2,13229,西東京市,513,536,355,86,-23,68,20,91,14
2,3,農業，林業,2,13229,西東京市,513,533,355,86,-20,68,20,88,13
3,4,うち農業,2,13229,西東京市,513,530,355,86,-17,68,20,85,13
2,5,漁業,2,13229,西東京市,-,3,-,-,-3,-,-,3,1
1,6,第２次産業,2,13229,西東京市,6815,11865,1267,1468,-5050,3704,1550,8754,1396
2,7,鉱業，採石業，砂利採取業,2,13229,西東京市,2,24,2,-,-22,-,-,22,1
2,8,建設業,2,13229,西東京市,4012,5310,743,876,-1298,2134,922,3432,459
2,9,製造業,2,13229,西東京市,2801,6531,522,592,-3730,1570,628,5300,936
1,10,第３次産業,2,13229,西東京市,43076,73005,6693,14635,-29929,20312,6588,50241,3857
2,11,電気・ガス・熱供給・水道業,2,13229,西東京市,40,245,7,2,-205,30,12,235,25
2,12,情報通信業,2,13229,西東京市,3507,8980,1784,425,-5473,1189,542,6662,265
2,13,運輸業，郵便業,2,13229,西東京市,1638,3244,86,428,-1606,1028,468,2634,455
2,14,卸売業，小売業,2,13229,西東京市,7789,13240,763,3034,-5451,3708,1316,9159,795
2,15,金融業，保険業,2,13229,西東京市,1582,3582,118,305,-2000,1109,334,3109,183
2,16,不動産業，物品賃貸業,2,13229,西東京市,2149,3214,602,506,-1065,961,366,2026,144
2,17,学術研究，専門・技術サービス業,2,13229,西東京市,2441,5365,1532,303,-2924,496,197,3420,256
2,18,宿泊業，飲食サービス業,2,13229,西東京市,3027,4934,202,1493,-1907,1201,485,3108,220
2,19,生活関連サービス業，娯楽業,2,13229,西東京市,2253,3212,422,766,-959,979,355,1938,204
2,20,教育，学習支援業,2,13229,西東京市,3535,5469,397,1082,-1934,1977,460,3911,367
2,21,医療，福祉,2,13229,西東京市,9224,11017,290,4148,-1793,4586,1177,6379,450
2,22,複合サービス事業,2,13229,西東京市,186,317,-,54,-131,126,24,257,11
2,23,サービス業（他に分類されないもの）,2,13229,西東京市,4115,7307,466,1614,-3192,1851,552,5043,345
2,24,公務（他に分類されるものを除く）,2,13229,西東京市,1590,2879,24,475,-1289,1071,300,2360,137
1,25,分類不能の産業,2,13229,西東京市,2227,2756,463,315,-529,275,129,804,69
0,1,総数,1,13300,郡部,30285,24226,2304,8332,6059,18565,3106,12506,1605
1,2,第１次産業,1,13300,郡部,651,517,260,…,…,…,…,…,…
2,3,農業，林業,1,13300,郡部,632,510,259,…,…,…,…,…,…
3,4,うち農業,1,13300,郡部,477,439,249,…,…,…,…,…,…
2,5,漁業,1,13300,郡部,19,7,1,…,…,…,…,…,…
1,6,第２次産業,1,13300,郡部,10398,6642,649,…,…,…,…,…,…
2,7,鉱業，採石業，砂利採取業,1,13300,郡部,104,53,-,…,…,…,…,…,…
2,8,建設業,1,13300,郡部,2191,2289,378,…,…,…,…,…,…
2,9,製造業,1,13300,郡部,8103,4300,271,…,…,…,…,…,…
1,10,第３次産業,1,13300,郡部,18392,16207,1275,…,…,…,…,…,…
2,11,電気・ガス・熱供給・水道業,1,13300,郡部,54,85,1,…,…,…,…,…,…
2,12,情報通信業,1,13300,郡部,153,369,79,…,…,…,…,…,…
2,13,運輸業，郵便業,1,13300,郡部,2636,1812,67,…,…,…,…,…,…
2,14,卸売業，小売業,1,13300,郡部,4183,3197,293,…,…,…,…,…,…
2,15,金融業，保険業,1,13300,郡部,173,271,17,…,…,…,…,…,…
2,16,不動産業，物品賃貸業,1,13300,郡部,403,415,107,…,…,…,…,…,…
2,17,学術研究，専門・技術サービス業,1,13300,郡部,421,472,136,…,…,…,…,…,…
2,18,宿泊業，飲食サービス業,1,13300,郡部,1360,1432,151,…,…,…,…,…,…
2,19,生活関連サービス業，娯楽業,1,13300,郡部,961,945,139,…,…,…,…,…,…
2,20,教育，学習支援業,1,13300,郡部,880,825,43,…,…,…,…,…,…
2,21,医療，福祉,1,13300,郡部,4118,3595,69,…,…,…,…,…,…
2,22,複合サービス事業,1,13300,郡部,135,154,2,…,…,…,…,…,…
2,23,サービス業（他に分類されないもの）,1,13300,郡部,2110,1897,147,…,…,…,…,…,…
2,24,公務（他に分類されるものを除く）,1,13300,郡部,805,738,24,…,…,…,…,…,…
1,25,分類不能の産業,1,13300,郡部,844,860,120,…,…,…,…,…,…
0,1,総数,2,13303,瑞穂町,19043,14736,1381,4469,4307,12328,2564,8021,1333
1,2,第１次産業,2,13303,瑞穂町,312,277,174,72,35,66,17,31,7
2,3,農業，林業,2,13303,瑞穂町,312,276,174,72,36,66,17,30,6
3,4,うち農業,2,13303,瑞穂町,306,267,172,69,39,65,17,26,5
2,5,漁業,2,13303,瑞穂町,-,1,-,-,-1,-,-,1,1
1,6,第２次産業,2,13303,瑞穂町,7695,4370,412,1445,3325,5606,1105,2281,513
2,7,鉱業，採石業，砂利採取業,2,13303,瑞穂町,5,3,-,-,2,5,-,3,-
2,8,建設業,2,13303,瑞穂町,1346,1378,246,329,-32,632,157,664,132
2,9,製造業,2,13303,瑞穂町,6344,2989,166,1116,3355,4969,948,1614,381
1,10,第３次産業,2,13303,瑞穂町,10411,9423,717,2813,988,6574,1423,5586,793
2,11,電気・ガス・熱供給・水道業,2,13303,瑞穂町,4,31,-,1,-27,3,-,30,1
2,12,情報通信業,2,13303,瑞穂町,90,227,49,5,-137,30,13,167,16
2,13,運輸業，郵便業,2,13303,瑞穂町,2187,1332,50,385,855,1696,358,841,224
2,14,卸売業，小売業,2,13303,瑞穂町,2674,2060,162,711,614,1740,436,1126,176
2,15,金融業，保険業,2,13303,瑞穂町,108,171,8,19,-63,78,10,141,11
2,16,不動産業，物品賃貸業,2,13303,瑞穂町,314,296,94,63,18,139,30,121,12
2,17,学術研究，専門・技術サービス業,2,13303,瑞穂町,211,265,66,20,-54,120,25,174,22
2,18,宿泊業，飲食サービス業,2,13303,瑞穂町,637,788,60,282,-151,260,56,411,44
2,19,生活関連サービス業，娯楽業,2,13303,瑞穂町,560,507,73,157,53,310,48,257,36
2,20,教育，学習支援業,2,13303,瑞穂町,480,456,26,161,24,287,42,263,33
2,21,医療，福祉,2,13303,瑞穂町,1412,1728,39,464,-316,868,192,1184,117
2,22,複合サービス事業,2,13303,瑞穂町,62,82,1,18,-20,40,1,60,2
2,23,サービス業（他に分類されないもの）,2,13303,瑞穂町,1338,1125,84,391,213,816,170,603,78
2,24,公務（他に分類されるものを除く）,2,13303,瑞穂町,334,355,5,136,-21,187,42,208,21
1,25,分類不能の産業,2,13303,瑞穂町,625,666,78,139,-41,82,19,123,20
0,1,総数,2,13305,日の出町,7851,6561,578,1970,1290,5149,310,3859,216
1,2,第１次産業,2,13305,日の出町,170,137,65,46,33,59,5,26,1
2,3,農業，林業,2,13305,日の出町,166,135,65,45,31,56,5,25,1
3,4,うち農業,2,13305,日の出町,121,129,65,42,-8,14,1,22,1
2,5,漁業,2,13305,日の出町,4,2,-,1,2,3,-,1,-
1,6,第２次産業,2,13305,日の出町,1963,1627,169,459,336,1299,112,963,74
2,7,鉱業，採石業，砂利採取業,2,13305,日の出町,19,5,-,2,14,17,4,3,-
2,8,建設業,2,13305,日の出町,459,618,94,158,-159,182,19,341,23
2,9,製造業,2,13305,日の出町,1485,1004,75,299,481,1100,89,619,51
1,10,第３次産業,2,13305,日の出町,5572,4672,317,1446,900,3743,190,2843,141
2,11,電気・ガス・熱供給・水道業,2,13305,日の出町,8,33,-,1,-25,7,2,32,3
2,12,情報通信業,2,13305,日の出町,41,118,25,4,-77,12,4,89,11
2,13,運輸業，郵便業,2,13305,日の出町,331,332,11,55,-1,255,13,256,28
2,14,卸売業，小売業,2,13305,日の出町,1287,873,73,263,414,933,56,519,27
2,15,金融業，保険業,2,13305,日の出町,47,73,6,3,-26,37,4,63,3
2,16,不動産業，物品賃貸業,2,13305,日の出町,70,98,11,21,-28,37,8,65,1
2,17,学術研究，専門・技術サービス業,2,13305,日の出町,140,154,50,12,-14,75,3,89,10
2,18,宿泊業，飲食サービス業,2,13305,日の出町,379,356,11,136,23,226,3,203,11
2,19,生活関連サービス業，娯楽業,2,13305,日の出町,279,314,46,98,-35,132,4,167,4
2,20,教育，学習支援業,2,13305,日の出町,233,264,13,61,-31,159,6,190,11
2,21,医療，福祉,2,13305,日の出町,2016,1320,22,527,696,1452,61,756,12
2,22,複合サービス事業,2,13305,日の出町,32,41,1,7,-9,24,1,33,-
2,23,サービス業（他に分類されないもの）,2,13305,日の出町,519,492,42,178,27,291,24,264,17
2,24,公務（他に分類されるものを除く）,2,13305,日の出町,190,204,6,80,-14,103,1,117,3
1,25,分類不能の産業,2,13305,日の出町,146,125,27,19,21,48,3,27,-
0,1,総数,2,13307,檜原村,1095,935,136,409,160,500,89,340,8
1,2,第１次産業,2,13307,檜原村,65,35,12,19,30,33,7,3,-
2,3,農業，林業,2,13307,檜原村,64,35,12,19,29,32,7,3,-
3,4,うち農業,2,13307,檜原村,17,11,8,1,6,7,-,1,-
2,5,漁業,2,13307,檜原村,1,-,-,-,1,1,-,-,-
1,6,第２次産業,2,13307,檜原村,213,179,20,80,34,106,28,72,3
2,7,鉱業，採石業，砂利採取業,2,13307,檜原村,8,4,-,3,4,5,-,1,-
2,8,建設業,2,13307,檜原村,112,83,9,40,29,58,18,29,1
2,9,製造業,2,13307,檜原村,93,92,11,37,1,43,10,42,2
1,10,第３次産業,2,13307,檜原村,761,664,90,299,97,354,53,257,4
2,11,電気・ガス・熱供給・水道業,2,13307,檜原村,1,-,-,-,1,1,-,-,-
2,12,情報通信業,2,13307,檜原村,9,8,1,-,1,8,4,7,1
2,13,運輸業，郵便業,2,13307,檜原村,35,44,2,12,-9,18,10,27,1
2,14,卸売業，小売業,2,13307,檜原村,83,88,20,31,-5,29,12,34,-
2,15,金融業，保険業,2,13307,檜原村,5,8,-,-,-3,5,4,8,1
2,16,不動産業，物品賃貸業,2,13307,檜原村,6,6,1,1,-,4,-,4,-
2,17,学術研究，専門・技術サービス業,2,13307,檜原村,25,20,8,4,5,13,3,8,-
2,18,宿泊業，飲食サービス業,2,13307,檜原村,93,82,33,35,11,24,3,13,-
2,19,生活関連サービス業，娯楽業,2,13307,檜原村,35,44,8,15,-9,11,3,20,1
2,20,教育，学習支援業,2,13307,檜原村,54,26,1,12,28,40,2,12,-
2,21,医療，福祉,2,13307,檜原村,217,166,3,87,51,122,3,71,-
2,22,複合サービス事業,2,13307,檜原村,9,7,-,3,2,6,-,4,-
2,23,サービス業（他に分類されないもの）,2,13307,檜原村,93,107,10,56,-14,23,8,37,-
2,24,公務（他に分類されるものを除く）,2,13307,檜原村,96,58,3,43,38,50,1,12,-
1,25,分類不能の産業,2,13307,檜原村,56,57,14,11,-1,7,1,8,1
0,1,総数,2,13308,奥多摩町,2296,1994,209,1058,302,1014,143,712,48
1,2,第１次産業,2,13308,奥多摩町,104,68,9,48,36,47,6,11,3
2,3,農業，林業,2,13308,奥多摩町,90,64,8,45,26,37,5,11,3
3,4,うち農業,2,13308,奥多摩町,33,32,4,24,1,5,1,4,1
2,5,漁業,2,13308,奥多摩町,14,4,1,3,10,10,1,-,-
1,6,第２次産業,2,13308,奥多摩町,527,466,48,229,61,243,47,182,14
2,7,鉱業，採石業，砂利採取業,2,13308,奥多摩町,72,41,-,39,31,33,3,2,-
2,8,建設業,2,13308,奥多摩町,274,210,29,116,64,127,35,63,6
2,9,製造業,2,13308,奥多摩町,181,215,19,74,-34,83,9,117,8
1,10,第３次産業,2,13308,奥多摩町,1648,1448,151,779,200,714,86,514,29
2,11,電気・ガス・熱供給・水道業,2,13308,奥多摩町,41,21,1,5,20,35,6,15,-
2,12,情報通信業,2,13308,奥多摩町,13,16,4,1,-3,8,4,11,1
2,13,運輸業，郵便業,2,13308,奥多摩町,83,104,4,30,-21,49,4,70,13
2,14,卸売業，小売業,2,13308,奥多摩町,139,176,38,50,-37,50,9,87,1
2,15,金融業，保険業,2,13308,奥多摩町,13,19,3,-,-6,10,3,16,-
2,16,不動産業，物品賃貸業,2,13308,奥多摩町,13,15,1,2,-2,10,5,12,1
2,17,学術研究，専門・技術サービス業,2,13308,奥多摩町,45,33,12,9,12,24,2,12,1
2,18,宿泊業，飲食サービス業,2,13308,奥多摩町,251,206,47,126,45,77,9,32,1
2,19,生活関連サービス業，娯楽業,2,13308,奥多摩町,87,80,12,45,7,30,4,23,1
2,20,教育，学習支援業,2,13308,奥多摩町,113,79,3,50,34,60,5,26,2
2,21,医療，福祉,2,13308,奥多摩町,473,381,5,260,92,207,25,115,3
2,22,複合サービス事業,2,13308,奥多摩町,32,24,-,9,8,23,1,15,-
2,23,サービス業（他に分類されないもの）,2,13308,奥多摩町,160,173,11,104,-13,44,7,57,3
2,24,公務（他に分類されるものを除く）,2,13308,奥多摩町,185,121,10,88,64,87,2,23,2
1,25,分類不能の産業,2,13308,奥多摩町,17,12,1,2,5,10,4,5,2
0,1,総数,1,13350,島部,14347,13817,2317,11233,530,596,341,66,23
1,2,第１次産業,1,13350,島部,1251,1246,639,…,…,…,…,…,…
2,3,農業，林業,1,13350,島部,819,815,508,…,…,…,…,…,…
3,4,うち農業,1,13350,島部,789,785,503,…,…,…,…,…,…
2,5,漁業,1,13350,島部,432,431,131,…,…,…,…,…,…
1,6,第２次産業,1,13350,島部,2409,2240,260,…,…,…,…,…,…
2,7,鉱業，採石業，砂利採取業,1,13350,島部,-,-,-,…,…,…,…,…,…
2,8,建設業,1,13350,島部,2057,1919,173,…,…,…,…,…,…
2,9,製造業,1,13350,島部,352,321,87,…,…,…,…,…,…
1,10,第３次産業,1,13350,島部,10524,10170,1404,…,…,…,…,…,…
2,11,電気・ガス・熱供給・水道業,1,13350,島部,119,113,3,…,…,…,…,…,…
2,12,情報通信業,1,13350,島部,105,66,22,…,…,…,…,…,…
2,13,運輸業，郵便業,1,13350,島部,574,552,48,…,…,…,…,…,…
2,14,卸売業，小売業,1,13350,島部,1472,1417,363,…,…,…,…,…,…
2,15,金融業，保険業,1,13350,島部,135,117,2,…,…,…,…,…,…
2,16,不動産業，物品賃貸業,1,13350,島部,125,112,20,…,…,…,…,…,…
2,17,学術研究，専門・技術サービス業,1,13350,島部,280,241,46,…,…,…,…,…,…
2,18,宿泊業，飲食サービス業,1,13350,島部,1497,1460,546,…,…,…,…,…,…
2,19,生活関連サービス業，娯楽業,1,13350,島部,457,448,112,…,…,…,…,…,…
2,20,教育，学習支援業,1,13350,島部,959,941,39,…,…,…,…,…,…
2,21,医療，福祉,1,13350,島部,1542,1515,52,…,…,…,…,…,…
2,22,複合サービス事業,1,13350,島部,344,342,6,…,…,…,…,…,…
2,23,サービス業（他に分類されないもの）,1,13350,島部,1156,1112,95,…,…,…,…,…,…
2,24,公務（他に分類されるものを除く）,1,13350,島部,1759,1734,50,…,…,…,…,…,…
1,25,分類不能の産業,1,13350,島部,163,161,14,…,…,…,…,…,…
0,1,総数,2,13361,大島町,3854,3682,601,3034,172,195,92,23,7
1,2,第１次産業,2,13361,大島町,232,230,132,97,2,2,1,-,-
2,3,農業，林業,2,13361,大島町,162,161,116,44,1,1,1,-,-
3,4,うち農業,2,13361,大島町,155,154,114,40,1,1,1,-,-
2,5,漁業,2,13361,大島町,70,69,16,53,1,1,-,-,-
1,6,第２次産業,2,13361,大島町,682,632,77,549,50,50,29,-,-
2,7,鉱業，採石業，砂利採取業,2,13361,大島町,-,-,-,-,-,-,-,-,-
2,8,建設業,2,13361,大島町,570,533,59,469,37,37,21,-,-
2,9,製造業,2,13361,大島町,112,99,18,80,13,13,8,-,-
1,10,第３次産業,2,13361,大島町,2928,2808,392,2386,120,143,62,23,7
2,11,電気・ガス・熱供給・水道業,2,13361,大島町,24,23,-,23,1,1,1,-,-
2,12,情報通信業,2,13361,大島町,38,21,10,11,17,17,9,-,-
2,13,運輸業，郵便業,2,13361,大島町,138,134,9,118,4,11,7,7,4
2,14,卸売業，小売業,2,13361,大島町,496,476,136,335,20,23,9,3,-
2,15,金融業，保険業,2,13361,大島町,69,62,1,60,7,8,1,1,-
2,16,不動産業，物品賃貸業,2,13361,大島町,39,32,6,24,7,8,5,1,-
2,17,学術研究，専門・技術サービス業,2,13361,大島町,87,75,17,58,12,12,5,-,-
2,18,宿泊業，飲食サービス業,2,13361,大島町,377,368,109,254,9,11,4,2,-
2,19,生活関連サービス業，娯楽業,2,13361,大島町,127,122,30,90,5,7,2,2,1
2,20,教育，学習支援業,2,13361,大島町,286,280,9,267,6,9,1,3,1
2,21,医療，福祉,2,13361,大島町,533,517,19,497,16,17,7,1,-
2,22,複合サービス事業,2,13361,大島町,47,47,2,45,-,-,-,-,-
2,23,サービス業（他に分類されないもの）,2,13361,大島町,328,314,29,283,14,16,10,2,1
2,24,公務（他に分類されるものを除く）,2,13361,大島町,339,337,15,321,2,3,1,1,-
1,25,分類不能の産業,2,13361,大島町,12,12,-,2,-,-,-,-,-
0,1,総数,2,13362,利島村,260,235,53,174,25,28,12,3,1
1,2,第１次産業,2,13362,利島村,38,38,26,12,-,-,-,-,-
2,3,農業，林業,2,13362,利島村,32,32,23,9,-,-,-,-,-
3,4,うち農業,2,13362,利島村,31,31,22,9,-,-,-,-,-
2,5,漁業,2,13362,利島村,6,6,3,3,-,-,-,-,-
1,6,第２次産業,2,13362,利島村,48,39,2,36,9,9,7,-,-
2,7,鉱業，採石業，砂利採取業,2,13362,利島村,-,-,-,-,-,-,-,-,-
2,8,建設業,2,13362,利島村,46,37,2,34,9,9,7,-,-
2,9,製造業,2,13362,利島村,2,2,-,2,-,-,-,-,-
1,10,第３次産業,2,13362,利島村,174,158,25,126,16,19,5,3,1
2,11,電気・ガス・熱供給・水道業,2,13362,利島村,4,4,-,4,-,-,-,-,-
2,12,情報通信業,2,13362,利島村,6,1,1,-,5,5,2,-,-
2,13,運輸業，郵便業,2,13362,利島村,13,13,1,11,-,1,-,1,-
2,14,卸売業，小売業,2,13362,利島村,15,11,6,5,4,4,2,-,-
2,15,金融業，保険業,2,13362,利島村,-,-,-,-,-,-,-,-,-
2,16,不動産業，物品賃貸業,2,13362,利島村,-,-,-,-,-,-,-,-,-
2,17,学術研究，専門・技術サービス業,2,13362,利島村,-,-,-,-,-,-,-,-,-
2,18,宿泊業，飲食サービス業,2,13362,利島村,20,17,10,6,3,3,1,-,-
2,19,生活関連サービス業，娯楽業,2,13362,利島村,2,2,-,1,-,-,-,-,-
2,20,教育，学習支援業,2,13362,利島村,29,25,1,24,4,4,-,-,-
2,21,医療，福祉,2,13362,利島村,25,24,-,22,1,2,-,1,-
2,22,複合サービス事業,2,13362,利島村,19,19,-,19,-,-,-,-,-
2,23,サービス業（他に分類されないもの）,2,13362,利島村,13,14,4,8,-1,-,-,1,1
2,24,公務（他に分類されるものを除く）,2,13362,利島村,28,28,2,26,-,-,-,-,-
1,25,分類不能の産業,2,13362,利島村,-,-,-,-,-,-,-,-,-
0,1,総数,2,13363,新島村,1425,1402,269,1117,23,28,17,5,2
1,2,第１次産業,2,13363,新島村,58,57,12,45,1,1,-,-,-
2,3,農業，林業,2,13363,新島村,21,20,2,18,1,1,-,-,-
3,4,うち農業,2,13363,新島村,16,15,2,13,1,1,-,-,-
2,5,漁業,2,13363,新島村,37,37,10,27,-,-,-,-,-
1,6,第２次産業,2,13363,新島村,281,272,16,250,9,11,8,2,-
2,7,鉱業，採石業，砂利採取業,2,13363,新島村,-,-,-,-,-,-,-,-,-
2,8,建設業,2,13363,新島村,239,232,13,214,7,9,6,2,-
2,9,製造業,2,13363,新島村,42,40,3,36,2,2,2,-,-
1,10,第３次産業,2,13363,新島村,1085,1072,241,821,13,16,9,3,2
2,11,電気・ガス・熱供給・水道業,2,13363,新島村,14,13,1,12,1,1,1,-,-
2,12,情報通信業,2,13363,新島村,1,-,-,-,1,1,1,-,-
2,13,運輸業，郵便業,2,13363,新島村,58,58,4,53,-,-,-,-,-
2,14,卸売業，小売業,2,13363,新島村,186,183,76,104,3,4,3,1,1
2,15,金融業，保険業,2,13363,新島村,9,8,-,8,1,1,-,-,-
2,16,不動産業，物品賃貸業,2,13363,新島村,12,12,5,7,-,-,-,-,-
2,17,学術研究，専門・技術サービス業,2,13363,新島村,10,9,3,6,1,1,1,-,-
2,18,宿泊業，飲食サービス業,2,13363,新島村,173,170,111,56,3,3,-,-,-
2,19,生活関連サービス業，娯楽業,2,13363,新島村,29,31,12,17,-2,-,-,2,1
