地域ＩＤ,オリジナル地域階層コード,オリジナル地域階層コード／区市町村（市区町村コード）,オリジナル地域階層コード／町・大字相当,オリジナル地域階層コード／丁目･小字相当,地域階層フラグ／東京都,地域階層フラグ／区市郡島部,地域階層フラグ／区市町村,地域階層フラグ／町・大字相当,地域階層フラグ／丁目･小字相当,地域階層フラグ値,対応する国の小地域集計町丁字コード,表側表章地域（階層別）／区市町村階層以上の地域名称,表側表章地域（階層別）／町・大字相当階層の地域名称,表側表章地域（階層別）／丁目・小字等階層の地域名称,表側表章地域（階層なし）／地域名称,昼間人口（人）,面積（平方キロメートル） ,昼間人口密度（人／平方キロメートル） ,常住人口（人）,昼夜間人口比率
219019,1321900403,219,004,03,,,,,●,50,004003,狛江市,元和泉,元和泉３丁目,元和泉３丁目,1528,0.14,10914,865,176.6
219020,1321900500,219,005,00,,,,●,,40,0050,狛江市,東和泉,,東和泉,5871,0.40,14678,6976,84.2
219021,1321900501,219,005,01,,,,,●,50,005001,狛江市,東和泉,東和泉１丁目,東和泉１丁目,3250,0.18,18056,3251,100.0
219022,1321900502,219,005,02,,,,,●,50,005002,狛江市,東和泉,東和泉２丁目,東和泉２丁目,840,0.09,9333,1341,62.6
219023,1321900503,219,005,03,,,,,●,50,005003,狛江市,東和泉,東和泉３丁目,東和泉３丁目,1200,0.08,15000,1711,70.1
219024,1321900504,219,005,04,,,,,●,50,005004,狛江市,東和泉,東和泉４丁目,東和泉４丁目,581,0.05,11620,673,86.3
219025,1321900600,219,006,00,,,,●,,40,0060,狛江市,猪方,,猪方,5396,0.49,11012,6865,78.6
219026,1321900601,219,006,01,,,,,●,50,006001,狛江市,猪方,猪方１丁目,猪方１丁目,1066,0.10,10660,1123,94.9
219027,1321900602,219,006,02,,,,,●,50,006002,狛江市,猪方,猪方２丁目,猪方２丁目,1236,0.13,9508,1612,76.7
219028,1321900603,219,006,03,,,,,●,50,006003,狛江市,猪方,猪方３丁目,猪方３丁目,2440,0.20,12200,2779,87.8
219029,1321900604,219,006,04,,,,,●,50,006004,狛江市,猪方,猪方４丁目,猪方４丁目,654,0.06,10900,1351,48.4
219030,1321900700,219,007,00,,,,●,,40,0070,狛江市,駒井町,,駒井町,2982,0.40,7455,4477,66.6
219031,1321900701,219,007,01,,,,,●,50,007001,狛江市,駒井町,駒井町１丁目,駒井町１丁目,1525,0.14,10893,1618,94.3
219032,1321900702,219,007,02,,,,,●,50,007002,狛江市,駒井町,駒井町２丁目,駒井町２丁目,669,0.12,5575,1274,52.5
219033,1321900703,219,007,03,,,,,●,50,007003,狛江市,駒井町,駒井町３丁目,駒井町３丁目,788,0.14,5629,1585,49.7
219034,1321900800,219,008,00,,,,●,,40,0080,狛江市,岩戸南,,岩戸南,5317,0.58,9167,9688,54.9
219035,1321900801,219,008,01,,,,,●,50,008001,狛江市,岩戸南,岩戸南１丁目,岩戸南１丁目,1094,0.11,9946,2566,42.6
219036,1321900802,219,008,02,,,,,●,50,008002,狛江市,岩戸南,岩戸南２丁目,岩戸南２丁目,1511,0.15,10073,2411,62.7
219037,1321900803,219,008,03,,,,,●,50,008003,狛江市,岩戸南,岩戸南３丁目,岩戸南３丁目,1439,0.19,7574,2684,53.6
219038,1321900804,219,008,04,,,,,●,50,008004,狛江市,岩戸南,岩戸南４丁目,岩戸南４丁目,1273,0.13,9792,2027,62.8
219039,1321900900,219,009,00,,,,●,,40,0090,狛江市,岩戸北,,岩戸北,6225,0.51,12206,9309,66.9
219040,1321900901,219,009,01,,,,,●,50,009001,狛江市,岩戸北,岩戸北１丁目,岩戸北１丁目,1297,0.12,10808,2055,63.1
219041,1321900902,219,009,02,,,,,●,50,009002,狛江市,岩戸北,岩戸北２丁目,岩戸北２丁目,1569,0.14,11207,2199,71.4
219042,1321900903,219,009,03,,,,,●,50,009003,狛江市,岩戸北,岩戸北３丁目,岩戸北３丁目,2139,0.13,16454,3113,68.7
219043,1321900904,219,009,04,,,,,●,50,009004,狛江市,岩戸北,岩戸北４丁目,岩戸北４丁目,1220,0.12,10167,1942,62.8
219044,1321901000,219,010,00,,,,●,,40,0100,狛江市,東野川,,東野川,5287,0.57,9275,8175,64.7
219045,1321901001,219,010,01,,,,,●,50,010001,狛江市,東野川,東野川１丁目,東野川１丁目,1735,0.17,10206,2010,86.3
219046,1321901002,219,010,02,,,,,●,50,010002,狛江市,東野川,東野川２丁目,東野川２丁目,851,0.11,7736,1626,52.3
219047,1321901003,219,010,03,,,,,●,50,010003,狛江市,東野川,東野川３丁目,東野川３丁目,1420,0.12,11833,2572,55.2
219048,1321901004,219,010,04,,,,,●,50,010004,狛江市,東野川,東野川４丁目,東野川４丁目,1281,0.17,7535,1967,65.1
219049,1321901100,219,011,00,,,,●,,40,0110,狛江市,西野川,,西野川,4411,0.56,7877,7425,59.4
219050,1321901101,219,011,01,,,,,●,50,011001,狛江市,西野川,西野川１丁目,西野川１丁目,1075,0.13,8269,1852,58.0
219051,1321901102,219,011,02,,,,,●,50,011002,狛江市,西野川,西野川２丁目,西野川２丁目,1187,0.15,7913,1718,69.1
219052,1321901103,219,011,03,,,,,●,50,011003,狛江市,西野川,西野川３丁目,西野川３丁目,587,0.09,6522,815,72.0
219053,1321901104,219,011,04,,,,,●,50,011004,狛江市,西野川,西野川４丁目,西野川４丁目,1562,0.19,8221,3040,51.4
220001,1322000000,220,000,00,,,●,,,30,,東大和市,,,東大和市,67364,13.42,5020,83901,80.3
220002,1322000100,220,001,00,,,,●,,40,,東大和市,多摩湖,,多摩湖,1,3.46,0,2,50.0
220003,1322000101,220,001,01,,,,,●,50,001001,東大和市,多摩湖,多摩湖１丁目,多摩湖１丁目,-,0.40,-,-,-
220004,1322000102,220,001,02,,,,,●,50,001002,東大和市,多摩湖,多摩湖２丁目,多摩湖２丁目,-,0.45,-,-,-
220005,1322000103,220,001,03,,,,,●,50,001003,東大和市,多摩湖,多摩湖３丁目,多摩湖３丁目,-,0.73,-,-,-
220006,1322000104,220,001,04,,,,,●,50,,東大和市,多摩湖,多摩湖４丁目,多摩湖４丁目,1,0.60,2,2,50.0
220007,1322000105,220,001,05,,,,,●,50,001005,東大和市,多摩湖,多摩湖５丁目,多摩湖５丁目,-,0.66,-,-,-
220008,1322000106,220,001,06,,,,,●,50,001006,東大和市,多摩湖,多摩湖６丁目,多摩湖６丁目,-,0.62,-,-,-
220009,1322000200,220,002,00,,,,●,,40,0020,東大和市,芋窪,,芋窪,3897,1.09,3575,5482,71.1
220010,1322000201,220,002,01,,,,,●,50,002001,東大和市,芋窪,芋窪１丁目,芋窪１丁目,230,0.15,1533,541,42.5
220011,1322000202,220,002,02,,,,,●,50,002002,東大和市,芋窪,芋窪２丁目,芋窪２丁目,253,0.21,1205,512,49.4
220012,1322000203,220,002,03,,,,,●,50,002003,東大和市,芋窪,芋窪３丁目,芋窪３丁目,640,0.13,4923,988,64.8
220013,1322000204,220,002,04,,,,,●,50,002004,東大和市,芋窪,芋窪４丁目,芋窪４丁目,698,0.21,3324,1579,44.2
220014,1322000205,220,002,05,,,,,●,50,002005,東大和市,芋窪,芋窪５丁目,芋窪５丁目,1118,0.16,6988,627,178.3
220015,1322000206,220,002,06,,,,,●,50,002006,東大和市,芋窪,芋窪６丁目,芋窪６丁目,958,0.23,4165,1235,77.6
220016,1322000300,220,003,00,,,,●,,40,0030,東大和市,蔵敷,,蔵敷,3143,0.65,4835,4716,66.6
220017,1322000301,220,003,01,,,,,●,50,003001,東大和市,蔵敷,蔵敷１丁目,蔵敷１丁目,190,0.17,1118,286,66.4
220018,1322000302,220,003,02,,,,,●,50,003002,東大和市,蔵敷,蔵敷２丁目,蔵敷２丁目,1050,0.22,4773,1529,68.7
220019,1322000303,220,003,03,,,,,●,50,003003,東大和市,蔵敷,蔵敷３丁目,蔵敷３丁目,1903,0.26,7319,2901,65.6
220020,1322000400,220,004,00,,,,●,,40,0040,東大和市,奈良橋,,奈良橋,3603,0.82,4394,4042,89.1
220021,1322000401,220,004,01,,,,,●,50,004001,東大和市,奈良橋,奈良橋１丁目,奈良橋１丁目,372,0.18,2067,651,57.1
220022,1322000402,220,004,02,,,,,●,50,004002,東大和市,奈良橋,奈良橋２丁目,奈良橋２丁目,279,0.12,2325,380,73.4
220023,1322000403,220,004,03,,,,,●,50,004003,東大和市,奈良橋,奈良橋３丁目,奈良橋３丁目,954,0.12,7950,798,119.5
220024,1322000404,220,004,04,,,,,●,50,004004,東大和市,奈良橋,奈良橋４丁目,奈良橋４丁目,757,0.11,6882,338,224.0
220025,1322000405,220,004,05,,,,,●,50,004005,東大和市,奈良橋,奈良橋５丁目,奈良橋５丁目,626,0.15,4173,1002,62.5
220026,1322000406,220,004,06,,,,,●,50,004006,東大和市,奈良橋,奈良橋６丁目,奈良橋６丁目,615,0.14,4393,873,70.4
220027,1322000500,220,005,00,,,,●,,40,0050,東大和市,湖畔,,湖畔,1310,0.45,2911,2474,53.0
220028,1322000501,220,005,01,,,,,●,50,005001,東大和市,湖畔,湖畔１丁目,湖畔１丁目,399,0.07,5700,833,47.9
220029,1322000502,220,005,02,,,,,●,50,005002,東大和市,湖畔,湖畔２丁目,湖畔２丁目,528,0.16,3300,943,56.0
220030,1322000503,220,005,03,,,,,●,50,005003,東大和市,湖畔,湖畔３丁目,湖畔３丁目,383,0.22,1741,698,54.9
220031,1322000600,220,006,00,,,,●,,40,0060,東大和市,高木,,高木,1864,0.52,3585,2986,62.4
220032,1322000601,220,006,01,,,,,●,50,006001,東大和市,高木,高木１丁目,高木１丁目,252,0.13,1939,372,67.7
220033,1322000602,220,006,02,,,,,●,50,006002,東大和市,高木,高木２丁目,高木２丁目,563,0.14,4021,1103,51.0
220034,1322000603,220,006,03,,,,,●,50,006003,東大和市,高木,高木３丁目,高木３丁目,1049,0.25,4196,1511,69.4
220035,1322000700,220,007,00,,,,●,,40,0070,東大和市,狭山,,狭山,2800,0.59,4746,4003,69.9
220036,1322000701,220,007,01,,,,,●,50,007001,東大和市,狭山,狭山１丁目,狭山１丁目,220,0.07,3143,391,56.3
220037,1322000702,220,007,02,,,,,●,50,007002,東大和市,狭山,狭山２丁目,狭山２丁目,494,0.10,4940,674,73.3
220038,1322000703,220,007,03,,,,,●,50,007003,東大和市,狭山,狭山３丁目,狭山３丁目,405,0.12,3375,726,55.8
220039,1322000704,220,007,04,,,,,●,50,007004,東大和市,狭山,狭山４丁目,狭山４丁目,636,0.13,4892,1254,50.7
220040,1322000705,220,007,05,,,,,●,50,007005,東大和市,狭山,狭山５丁目,狭山５丁目,1045,0.17,6147,958,109.1
220041,1322000800,220,008,00,,,,●,,40,0080,東大和市,清水,,清水,3352,0.68,4929,5301,63.2
220042,1322000801,220,008,01,,,,,●,50,008001,東大和市,清水,清水１丁目,清水１丁目,207,0.06,3450,345,60.0
220043,1322000802,220,008,02,,,,,●,50,008002,東大和市,清水,清水２丁目,清水２丁目,454,0.10,4540,857,53.0
220044,1322000803,220,008,03,,,,,●,50,008003,東大和市,清水,清水３丁目,清水３丁目,577,0.11,5246,992,58.2
220045,1322000804,220,008,04,,,,,●,50,008004,東大和市,清水,清水４丁目,清水４丁目,550,0.12,4583,969,56.8
220046,1322000805,220,008,05,,,,,●,50,008005,東大和市,清水,清水５丁目,清水５丁目,435,0.11,3955,802,54.2
220047,1322000806,220,008,06,,,,,●,50,008006,東大和市,清水,清水６丁目,清水６丁目,1129,0.18,6272,1336,84.5
220048,1322000900,220,009,00,,,,●,,40,0090,東大和市,上北台,,上北台,3638,0.45,8084,4468,81.4
220049,1322000901,220,009,01,,,,,●,50,009001,東大和市,上北台,上北台１丁目,上北台１丁目,781,0.16,4881,754,103.6
220050,1322000902,220,009,02,,,,,●,50,009002,東大和市,上北台,上北台２丁目,上北台２丁目,1050,0.11,9546,1715,61.2
220051,1322000903,220,009,03,,,,,●,50,009003,東大和市,上北台,上北台３丁目,上北台３丁目,1807,0.18,10039,1999,90.4
220052,1322001000,220,010,00,,,,●,,40,0100,東大和市,桜が丘,,桜が丘,9787,1.08,9062,15332,63.8
220053,1322001001,220,010,01,,,,,●,50,010001,東大和市,桜が丘,桜が丘１丁目,桜が丘１丁目,1530,0.18,8500,3961,38.6
220054,1322001002,220,010,02,,,,,●,50,010002,東大和市,桜が丘,桜が丘２丁目,桜が丘２丁目,3310,0.34,9735,5177,63.9
220055,1322001003,220,010,03,,,,,●,50,010003,東大和市,桜が丘,桜が丘３丁目,桜が丘３丁目,3432,0.32,10725,3140,109.3
220056,1322001004,220,010,04,,,,,●,50,010004,東大和市,桜が丘,桜が丘４丁目,桜が丘４丁目,1515,0.24,6313,3054,49.6
220057,1322001100,220,011,00,,,,●,,40,0110,東大和市,立野,,立野,7017,0.76,9233,4764,147.3
220058,1322001101,220,011,01,,,,,●,50,011001,東大和市,立野,立野１丁目,立野１丁目,924,0.18,5133,1236,74.8
220059,1322001102,220,011,02,,,,,●,50,011002,東大和市,立野,立野２丁目,立野２丁目,1449,0.14,10350,838,172.9
220060,1322001103,220,011,03,,,,,●,50,011003,東大和市,立野,立野３丁目,立野３丁目,2789,0.21,13281,2105,132.5
220061,1322001104,220,011,04,,,,,●,50,011004,東大和市,立野,立野４丁目,立野４丁目,1855,0.23,8065,585,317.1
220062,1322001200,220,012,00,,,,●,,40,0120,東大和市,中央,,中央,5221,0.51,10237,4379,119.2
220063,1322001201,220,012,01,,,,,●,50,012001,東大和市,中央,中央１丁目,中央１丁目,1127,0.15,7513,1539,73.2
220064,1322001202,220,012,02,,,,,●,50,012002,東大和市,中央,中央２丁目,中央２丁目,1064,0.13,8185,1545,68.9
220065,1322001203,220,012,03,,,,,●,50,012003,東大和市,中央,中央３丁目,中央３丁目,2230,0.12,18583,230,969.6
220066,1322001204,220,012,04,,,,,●,50,012004,東大和市,中央,中央４丁目,中央４丁目,800,0.11,7273,1065,75.1
220067,1322001300,220,013,00,,,,●,,40,0130,東大和市,南街,,南街,7854,0.72,10908,7835,100.2
220068,1322001301,220,013,01,,,,,●,50,013001,東大和市,南街,南街１丁目,南街１丁目,1666,0.10,16660,1209,137.8
220069,1322001302,220,013,02,,,,,●,50,013002,東大和市,南街,南街２丁目,南街２丁目,1336,0.15,8907,1722,77.6
220070,1322001303,220,013,03,,,,,●,50,013003,東大和市,南街,南街３丁目,南街３丁目,2035,0.21,9691,1928,105.5
220071,1322001304,220,013,04,,,,,●,50,013004,東大和市,南街,南街４丁目,南街４丁目,600,0.04,15000,450,133.3
220072,1322001305,220,013,05,,,,,●,50,013005,東大和市,南街,南街５丁目,南街５丁目,1521,0.14,10864,1466,103.8
220073,1322001306,220,013,06,,,,,●,50,013006,東大和市,南街,南街６丁目,南街６丁目,696,0.08,8700,1060,65.7
220074,1322001400,220,014,00,,,,●,,40,0140,東大和市,仲原,,仲原,3096,0.38,8147,3477,89.0
220075,1322001401,220,014,01,,,,,●,50,014001,東大和市,仲原,仲原１丁目,仲原１丁目,587,0.06,9783,396,148.2
220076,1322001402,220,014,02,,,,,●,50,014002,東大和市,仲原,仲原２丁目,仲原２丁目,878,0.10,8780,850,103.3
220077,1322001403,220,014,03,,,,,●,50,014003,東大和市,仲原,仲原３丁目,仲原３丁目,816,0.11,7418,1220,66.9
220078,1322001404,220,014,04,,,,,●,50,014004,東大和市,仲原,仲原４丁目,仲原４丁目,815,0.11,7409,1011,80.6
220079,1322001500,220,015,00,,,,●,,40,0150,東大和市,向原,,向原,6319,0.78,8101,8353,75.6
220080,1322001501,220,015,01,,,,,●,50,015001,東大和市,向原,向原１丁目,向原１丁目,1071,0.14,7650,1081,99.1
220081,1322001502,220,015,02,,,,,●,50,015002,東大和市,向原,向原２丁目,向原２丁目,434,0.06,7233,590,73.6
220082,1322001503,220,015,03,,,,,●,50,015003,東大和市,向原,向原３丁目,向原３丁目,871,0.13,6700,1277,68.2
220083,1322001504,220,015,04,,,,,●,50,015004,東大和市,向原,向原４丁目,向原４丁目,1357,0.17,7982,1993,68.1
220084,1322001505,220,015,05,,,,,●,50,015005,東大和市,向原,向原５丁目,向原５丁目,545,0.08,6813,949,57.4
220085,1322001506,220,015,06,,,,,●,50,015006,東大和市,向原,向原６丁目,向原６丁目,2041,0.20,10205,2463,82.9
220086,1322001600,220,016,00,,,,●,,40,0160,東大和市,清原,,清原,2382,0.36,6617,2890,82.4
220087,1322001601,220,016,01,,,,,●,50,016001,東大和市,清原,清原１丁目,清原１丁目,277,0.11,2518,313,88.5
220088,1322001602,220,016,02,,,,,●,50,016002,東大和市,清原,清原２丁目,清原２丁目,787,0.08,9838,1103,71.4
220089,1322001603,220,016,03,,,,,●,50,016003,東大和市,清原,清原３丁目,清原３丁目,448,0.06,7467,694,64.6
220090,1322001604,220,016,04,,,,,●,50,016004,東大和市,清原,清原４丁目,清原４丁目,870,0.11,7909,780,111.5
220091,1322001700,220,017,00,,,,●,,40,0170,東大和市,新堀,,新堀,2083,0.26,8012,3397,61.3
220092,1322001701,220,017,01,,,,,●,50,017001,東大和市,新堀,新堀１丁目,新堀１丁目,773,0.09,8589,1264,61.2
220093,1322001702,220,017,02,,,,,●,50,017002,東大和市,新堀,新堀２丁目,新堀２丁目,501,0.07,7157,922,54.3
220094,1322001703,220,017,03,,,,,●,50,017003,東大和市,新堀,新堀３丁目,新堀３丁目,809,0.10,8090,1211,66.8
221001,1322100000,221,000,00,,,●,,,30,,清瀬市,,,清瀬市,65931,10.23,6445,76208,86.5
221002,1322100100,221,001,00,,,,●,,40,0010,清瀬市,上清戸,,上清戸,2297,0.57,4030,3363,68.3
221003,1322100101,221,001,01,,,,,●,50,001001,清瀬市,上清戸,上清戸１丁目,上清戸１丁目,1048,0.27,3882,1627,64.4
221004,1322100102,221,001,02,,,,,●,50,001002,清瀬市,上清戸,上清戸２丁目,上清戸２丁目,1249,0.30,4163,1736,71.9
221005,1322100200,221,002,00,,,,●,,40,0020,清瀬市,元町,,元町,6340,0.49,12939,6723,94.3
221006,1322100201,221,002,01,,,,,●,50,002001,清瀬市,元町,元町１丁目,元町１丁目,3941,0.20,19705,3586,109.9
221007,1322100202,221,002,02,,,,,●,50,002002,清瀬市,元町,元町２丁目,元町２丁目,2399,0.29,8272,3137,76.5
221008,1322100300,221,003,00,,,,●,,40,0030,清瀬市,中清戸,,中清戸,6340,1.30,4877,8747,72.5
221009,1322100301,221,003,01,,,,,●,50,003001,清瀬市,中清戸,中清戸１丁目,中清戸１丁目,1270,0.25,5080,1743,72.9
221010,1322100302,221,003,02,,,,,●,50,003002,清瀬市,中清戸,中清戸２丁目,中清戸２丁目,788,0.21,3752,1242,63.4
221011,1322100303,221,003,03,,,,,●,50,003003,清瀬市,中清戸,中清戸３丁目,中清戸３丁目,1404,0.30,4680,1676,83.8
221012,1322100304,221,003,04,,,,,●,50,003004,清瀬市,中清戸,中清戸４丁目,中清戸４丁目,1198,0.29,4131,1599,74.9
221013,1322100305,221,003,05,,,,,●,50,003005,清瀬市,中清戸,中清戸５丁目,中清戸５丁目,1680,0.25,6720,2487,67.6
221014,1322100400,221,004,00,,,,●,,40,0040,清瀬市,下清戸,,下清戸,3404,1.23,2768,4469,76.2
221015,1322100401,221,004,01,,,,,●,50,004001,清瀬市,下清戸,下清戸１丁目,下清戸１丁目,1309,0.35,3740,2135,61.3
221016,1322100402,221,004,02,,,,,●,50,004002,清瀬市,下清戸,下清戸２丁目,下清戸２丁目,610,0.19,3211,862,70.8
221017,1322100403,221,004,03,,,,,●,50,004003,清瀬市,下清戸,下清戸３丁目,下清戸３丁目,346,0.29,1193,298,116.1
221018,1322100404,221,004,04,,,,,●,50,004004,清瀬市,下清戸,下清戸４丁目,下清戸４丁目,699,0.24,2913,566,123.5
221019,1322100405,221,004,05,,,,,●,50,004005,清瀬市,下清戸,下清戸５丁目,下清戸５丁目,440,0.16,2750,608,72.4
221020,1322100500,221,005,00,,,,●,,40,0050,清瀬市,下宿,,下宿,2177,0.90,2419,3511,62.0
221021,1322100501,221,005,01,,,,,●,50,005001,清瀬市,下宿,下宿１丁目,下宿１丁目,1021,0.20,5105,1593,64.1
221022,1322100502,221,005,02,,,,,●,50,005002,清瀬市,下宿,下宿２丁目,下宿２丁目,806,0.35,2303,1364,59.1
221023,1322100503,221,005,03,,,,,●,50,005003,清瀬市,下宿,下宿３丁目,下宿３丁目,350,0.35,1000,554,63.2
221024,1322100600,221,006,00,,,,●,,40,0060,清瀬市,旭が丘,,旭が丘,4535,0.72,6299,5814,78.0
221025,1322100601,221,006,01,,,,,●,50,006001,清瀬市,旭が丘,旭が丘１丁目,旭が丘１丁目,1202,0.10,12020,1090,110.3
221026,1322100602,221,006,02,,,,,●,50,006002,清瀬市,旭が丘,旭が丘２丁目,旭が丘２丁目,2039,0.11,18536,2262,90.1
221027,1322100603,221,006,03,,,,,●,50,006003,清瀬市,旭が丘,旭が丘３丁目,旭が丘３丁目,333,0.10,3330,674,49.4
221028,1322100604,221,006,04,,,,,●,50,006004,清瀬市,旭が丘,旭が丘４丁目,旭が丘４丁目,59,0.07,843,112,52.7
221029,1322100605,221,006,05,,,,,●,50,006005,清瀬市,旭が丘,旭が丘５丁目,旭が丘５丁目,593,0.11,5391,993,59.7
221030,1322100606,221,006,06,,,,,●,50,006006,清瀬市,旭が丘,旭が丘６丁目,旭が丘６丁目,309,0.23,1344,683,45.2
221031,1322100700,221,007,00,,,,●,,40,0070,清瀬市,中里,,中里,9465,1.84,5144,12538,75.5
221032,1322100701,221,007,01,,,,,●,50,007001,清瀬市,中里,中里１丁目,中里１丁目,1075,0.40,2688,1871,57.5
221033,1322100702,221,007,02,,,,,●,50,007002,清瀬市,中里,中里２丁目,中里２丁目,1143,0.28,4082,1608,71.1
221034,1322100703,221,007,03,,,,,●,50,007003,清瀬市,中里,中里３丁目,中里３丁目,1782,0.34,5241,3310,53.8
221035,1322100704,221,007,04,,,,,●,50,007004,清瀬市,中里,中里４丁目,中里４丁目,936,0.28,3343,1720,54.4
221036,1322100705,221,007,05,,,,,●,50,007005,清瀬市,中里,中里５丁目,中里５丁目,2862,0.27,10600,2490,114.9
221037,1322100706,221,007,06,,,,,●,50,007006,清瀬市,中里,中里６丁目,中里６丁目,1667,0.27,6174,1539,108.3
221038,1322100800,221,008,00,,,,●,,40,0080,清瀬市,野塩,,野塩,7972,1.04,7665,8688,91.8
221039,1322100801,221,008,01,,,,,●,50,008001,清瀬市,野塩,野塩１丁目,野塩１丁目,1791,0.23,7787,2780,64.4
221040,1322100802,221,008,02,,,,,●,50,008002,清瀬市,野塩,野塩２丁目,野塩２丁目,2994,0.32,9356,1222,245.0
221041,1322100803,221,008,03,,,,,●,50,008003,清瀬市,野塩,野塩３丁目,野塩３丁目,844,0.17,4965,993,85.0
221042,1322100804,221,008,04,,,,,●,50,008004,清瀬市,野塩,野塩４丁目,野塩４丁目,972,0.14,6943,1537,63.2
221043,1322100805,221,008,05,,,,,●,50,008005,清瀬市,野塩,野塩５丁目,野塩５丁目,1371,0.18,7617,2156,63.6
221044,1322100900,221,009,00,,,,●,,40,0090,清瀬市,松山,,松山,9608,0.63,15251,7704,124.7
221045,1322100901,221,009,01,,,,,●,50,009001,清瀬市,松山,松山１丁目,松山１丁目,3495,0.18,19417,3376,103.5
221046,1322100902,221,009,02,,,,,●,50,009002,清瀬市,松山,松山２丁目,松山２丁目,1899,0.15,12660,2664,71.3
221047,1322100903,221,009,03,,,,,●,50,009003,清瀬市,松山,松山３丁目,松山３丁目,4214,0.30,14047,1664,253.2
221048,1322101000,221,010,00,,,,●,,40,0100,清瀬市,竹丘,,竹丘,8828,0.97,9101,10656,82.8
221049,1322101001,221,010,01,,,,,●,50,010001,清瀬市,竹丘,竹丘１丁目,竹丘１丁目,2556,0.22,11618,3726,68.6
221050,1322101002,221,010,02,,,,,●,50,010002,清瀬市,竹丘,竹丘２丁目,竹丘２丁目,2414,0.26,9285,3402,71.0
221051,1322101003,221,010,03,,,,,●,50,010003,清瀬市,竹丘,竹丘３丁目,竹丘３丁目,3858,0.49,7874,3528,109.4
221052,1322101100,221,011,00,,,,●,,40,0110,清瀬市,梅園,,梅園,4964,0.54,9193,3995,124.3
221053,1322101101,221,011,01,,,,,●,50,011001,清瀬市,梅園,梅園１丁目,梅園１丁目,427,0.22,1941,310,137.7
221054,1322101102,221,011,02,,,,,●,50,011002,清瀬市,梅園,梅園２丁目,梅園２丁目,2361,0.12,19675,1168,202.1
221055,1322101103,221,011,03,,,,,●,50,011003,清瀬市,梅園,梅園３丁目,梅園３丁目,2176,0.20,10880,2517,86.5
222001,1322200000,222,000,00,,,●,,,30,,東久留米市,,,東久留米市,95619,12.88,7424,115271,83.0
222002,1322200100,222,001,00,,,,●,,40,0010,東久留米市,上の原,,上の原,1680,0.27,6222,1773,94.8
222003,1322200101,222,001,01,,,,,●,50,001001,東久留米市,上の原,上の原１丁目,上の原１丁目,1403,0.13,10792,1674,83.8
222004,1322200102,222,001,02,,,,,●,50,001002,東久留米市,上の原,上の原２丁目,上の原２丁目,277,0.14,1979,99,279.8
222005,1322200200,222,002,00,,,,●,,40,0020,東久留米市,神宝町,,神宝町,1579,0.28,5639,2501,63.1
222006,1322200201,222,002,01,,,,,●,50,002001,東久留米市,神宝町,神宝町１丁目,神宝町１丁目,1011,0.14,7221,1365,74.1
222007,1322200202,222,002,02,,,,,●,50,002002,東久留米市,神宝町,神宝町２丁目,神宝町２丁目,568,0.14,4057,1136,50.0
222008,1322200300,222,003,00,,,,●,,40,0030,東久留米市,金山町,,金山町,2156,0.32,6738,3067,70.3
222009,1322200301,222,003,01,,,,,●,50,003001,東久留米市,金山町,金山町１丁目,金山町１丁目,1044,0.16,6525,1176,88.8
222010,1322200302,222,003,02,,,,,●,50,003002,東久留米市,金山町,金山町２丁目,金山町２丁目,1112,0.16,6950,1891,58.8
222011,1322200400,222,004,00,,,,●,,40,0040,東久留米市,氷川台,,氷川台,2240,0.37,6054,3344,67.0
222012,1322200401,222,004,01,,,,,●,50,004001,東久留米市,氷川台,氷川台１丁目,氷川台１丁目,835,0.18,4639,1246,67.0
222013,1322200402,222,004,02,,,,,●,50,004002,東久留米市,氷川台,氷川台２丁目,氷川台２丁目,1405,0.19,7395,2098,67.0
222014,1322200500,222,005,00,,,,●,,40,0050,東久留米市,大門町,,大門町,2107,0.26,8104,2767,76.1
222015,1322200501,222,005,01,,,,,●,50,005001,東久留米市,大門町,大門町１丁目,大門町１丁目,432,0.06,7200,448,96.4
222016,1322200502,222,005,02,,,,,●,50,005002,東久留米市,大門町,大門町２丁目,大門町２丁目,1675,0.20,8375,2319,72.2
222017,1322200600,222,006,00,,,,●,○,41,0060,東久留米市,東本町,,東本町,2839,0.12,23658,2442,116.3
222018,1322200700,222,007,00,,,,●,,40,0070,東久留米市,新川町,,新川町,3286,0.31,10600,2941,111.7
222019,1322200701,222,007,01,,,,,●,50,007001,東久留米市,新川町,新川町１丁目,新川町１丁目,2642,0.21,12581,1956,135.1
222020,1322200702,222,007,02,,,,,●,50,007002,東久留米市,新川町,新川町２丁目,新川町２丁目,644,0.10,6440,985,65.4
222021,1322200800,222,008,00,,,,●,,40,0080,東久留米市,浅間町,,浅間町,2680,0.48,5583,5742,46.7
222022,1322200801,222,008,01,,,,,●,50,008001,東久留米市,浅間町,浅間町１丁目,浅間町１丁目,592,0.09,6578,1325,44.7
222023,1322200802,222,008,02,,,,,●,50,008002,東久留米市,浅間町,浅間町２丁目,浅間町２丁目,888,0.20,4440,2045,43.4
222024,1322200803,222,008,03,,,,,●,50,008003,東久留米市,浅間町,浅間町３丁目,浅間町３丁目,1200,0.19,6316,2372,50.6
222025,1322200900,222,009,00,,,,●,,40,0090,東久留米市,学園町,,学園町,3111,0.38,8187,3468,89.7
