データセット_ID,全国地方公共団体コード,地方公共団体名,データセット_タイトル,データセット_サブタイトル,データセット_概要,データセット_キーワード,データセット_分類,データセット_ユニバーサルメニュー,データセット_公開日,データセット_最終更新日,データセット_バージョン,データセット_言語,データセット_URL,データセット_更新頻度,データセット_準拠する標準,データセット_関連ドキュメント,データセット_来歴情報,データセット_対象地域,データセット_対象期間,データセット_連絡先名称,データセット_連絡先メールアドレス,データセット_連絡先電話番号,データセット_連絡先内線番号,データセット_連絡先FormURL,データセット_連絡先備考（その他、SNSなど）,データセット_備考,ファイル_タイトル,ファイル_アクセスURL,ファイル_ダウンロードURL,ファイル_説明,ファイル形式,ファイル_ライセンス,ファイル_ステータス,ファイル_サイズ,ファイル_公開日,ファイル_最終更新日,ファイル_利用規約,ファイル_関連ドキュメント,ファイル_言語,ファイル_準拠する標準,ファイル_API対応有無
0000000097,131202,東京都練馬区,勤労福祉会館,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・健康・産業・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kinrouhukushi.html,随時,,,,東京都練馬区,,産業経済部経済課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000098,131202,東京都練馬区,公園出張所,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kouenshucchoujo.html,随時,,,,東京都練馬区,,土木部道路公園課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000099,131202,東京都練馬区,四季の香ローズガーデン,,"令和4年11月9日現在の位置情報等です。
※座標系：世界測地系",施設・農業・観光・教育・文化芸術・生涯学習・位置情報,施設情報,,2017/03/17,2022/12/27,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/hanatomidori.html,随時,,,,東京都練馬区,,環境部みどり推進課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2022/12/27,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000100,131202,東京都練馬区,向山庭園,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・観光・文化芸術・生涯学習・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kouyama.html,随時,,,,東京都練馬区,,地域文化部文化・生涯学習課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000101,131202,東京都練馬区,体育館,,"平成29年3月17日現在の位置情報等です。
※座標系：世界測地系",施設・スポーツ・位置情報,施設情報,,2017/03/17,2017/03/17,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/taiikukan.html,随時,,,,東京都練馬区,,地域文化部スポーツ振興課,,,,,,,,,,,csv,CC-BY,配信中,,2017/03/17,2017/03/17,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000102,131202,東京都練馬区,公共駐車場,,"平成29年6月16日現在の位置情報等です。
※座標系：世界測地系",施設・交通・位置情報,施設情報,,2017/06/16,2017/06/16,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/public-car-parks.html,随時,,,,東京都練馬区,,土木部交通安全課,,,,,,,,,,,csv,CC-BY,配信中,,2017/06/16,2017/06/16,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000103,131202,東京都練馬区,区立自転車駐車場,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・交通・位置情報,施設情報,,2017/06/16,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/nerimabikeparkinglot.html,随時,,,,東京都練馬区,,土木部交通安全課,,,,,,,,,,,csv,CC-BY,配信中,,2017/06/16,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000104,131202,東京都練馬区,農林業センサス,,農林業センサス（農林業に対する調査）等の調査による農家数、農家人口、耕地面積などを掲載しています。,統計・農業・産業,産業・経済,,2018/01/18,2022/04/22,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sangyo/nouringyoucensus.html,随時,,,,東京都練馬区,,総務部総務課,,,,,,,,,,,xlsx,CC-BY,配信中,,2018/01/18,2022/04/22,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000105,131202,東京都練馬区,農業経営実態調査,,毎年8月を基準とした実態調査の結果を掲載しています。,統計・農業・産業,産業・経済,,2018/01/18,2023/04/01,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sangyo/nougyoukeiei.html,毎年,,,,東京都練馬区,,農業委員会事務局,,,,,,,,,,,xls,CC-BY,配信中,,2018/01/18,2023/04/01,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000106,131202,東京都練馬区,公衆無線LANアクセスポイント一覧,,練馬区が提供する無料公衆無線LAN「Nerima Free Wi-Fi」が利用できるエリアの位置情報等です。デジタル庁が公開した推奨データセットに準拠して作成しています。,観光・ICT・位置情報,観光,,2018/03/26,2024/04/12,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/kanko/nerima_free_wi-fi.html,随時,自治体標準オープンデータセット,,,東京都練馬区,,企画部情報政策課,,,,,,,,,,,csv,CC-BY,配信中,,2018/03/26,2024/04/12,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,自治体標準オープンデータセット,無
0000000107,131202,東京都練馬区,地域包括支援センター,,"令和6年3月20日現在の位置情報等です。
※座標系：世界測地系
※平成30年4月から、高齢者相談センター本所4か所・支所25か所体制を、25か所の地域包括支援センターへ再編しました。",施設・健康・医療・高齢者・介護・位置情報,施設情報,,2018/04/26,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/chiikihoukatsu.html,随時,,,,東京都練馬区,,高齢施策担当部高齢者支援課,,,,,,,,,,,csv,CC-BY,配信中,,2018/04/26,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000108,131202,東京都練馬区,航空写真,,"令和3年8月時点での緑被率を調査するため撮影した区内全域の航空写真オルソ画像データです。
※索引図に記載した青字の区画番号ごとに、画像データ等をZIPファイルに圧縮しています。
※ZIPファイルには、TIFF形式の画像ファイルとあわせて、TFWファイルを格納しています。
※データサイズが大きいため、通信環境によってダウンロードに時間がかかる場合があります。",位置情報・画像,統計・区政情報,,2018/10/04,2022/10/07,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/tokei_kusei/koku-shashin.html,随時,,,,東京都練馬区,,環境部みどり推進課,,,,,,,,,,,"pdf,tiff,tfw",CC-BY,配信中,,2018/10/04,2022/10/07,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000109,131202,東京都練馬区,オープンデータ一覧,,練馬区が公開するオープンデータの一覧です。,ICT,統計・区政情報,,2018/04/26,2024/09/12,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/index.html,随時,自治体標準オープンデータセット,,,東京都練馬区,,企画部情報政策課,,,,,,,,,,,csv,CC-BY,配信中,,2018/04/26,2024/09/12,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,自治体標準オープンデータセット,無
0000000110,131202,東京都練馬区,バリアフリー情報,,各施設のバリアフリー情報を掲載しています。,施設・子ども・高齢者・障害者・位置情報,保健・福祉,,2020/04/01,2022/05/18,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/hokenfukushi/barrierfree.html,毎年,,,,東京都練馬区,,福祉部管理課,,,,,,,,,,,xlsx,CC-BY,配信中,,2020/04/01,2022/05/18,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000111,131202,東京都練馬区,AED設置箇所一覧,,各施設のAED設置場所を掲載しています。デジタル庁が公開した推奨データセットに準拠して作成しています。,施設・医療・位置情報,保健・福祉,,2020/04/01,2022/08/05,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/hokenfukushi/aed.html,毎年,,,,東京都練馬区,,福祉部管理課,,,,,,,,,,,csv,CC-BY,配信中,,2020/04/01,2022/08/05,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000112,131202,東京都練馬区,歴史的資料（所蔵写真）,,区が歴史的資料として保存する写真を掲載しています（画像の解像度は概ね80dpiです）。,文化芸術・画像,文化・生涯学習,,2020/09/10,2020/09/10,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/bunka/rekisi_syasin.html,随時,,,,東京都練馬区,,総務部情報公開課,,,,,,,,,,,jpg,CC-BY,配信中,,2020/09/10,2020/09/10,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000113,131202,東京都練馬区,介護サービス事業所一覧,,"練馬区内の介護サービス事業所の一覧です。
※令和6年4月1日時点の一覧から、デジタル庁が公表している自治体標準オープンデータセットに準拠して作成しています。",施設・高齢者・介護,保健・福祉,,2021/03/30,2024/04/25,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/hokenfukushi/kaigojigyousyo.html,年2回,自治体標準オープンデータセット,,,東京都練馬区,,高齢施策担当部介護保険課,,,,,,,,,,,csv,CC-BY,配信中,,2021/03/30,2024/04/25,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,自治体標準オープンデータセット,無
0000000114,131202,東京都練馬区,練馬区情報化基本計画,,ICT（情報通信技術）を活用した区民サービスの向上や情報システムの効率化・高度化などを推進するため、区の情報化の方向性と各取組を示したものです。,計画・ICT,統計・区政情報,,2017/04/21,2017/04/21,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/tokei_kusei/kihonkeikaku.html,随時,,,,東京都練馬区,,企画部情報政策課,,,,,,,,,,,doc,CC-BY,配信中,,2017/04/21,2017/04/21,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000115,131202,東京都練馬区,調達情報,,練馬区における工事の発注予定、物品買入れ契約（一般競争入札案件）の発注予定、随意契約の締結状況を掲載しています。,産業,統計・区政情報,,2021/06/11,2024/06/07,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/tokei_kusei/tyoutatujouhou.html,随時,,,,東京都練馬区,,総務部経理用地課,,,,,,,,,,,"xls,xlsx",CC-BY,配信中,,2021/06/11,2024/06/07,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000116,131202,東京都練馬区,公共施設一覧,,練馬区が公開する施設情報の一覧です。,ICT,施設情報,,2022/10/26,2024/05/01,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/index.html,随時,自治体標準オープンデータセット,,,東京都練馬区,,企画部情報政策課,,,,,,,,,,,csv,CC-BY,配信中,,2022/10/26,2024/05/01,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,自治体標準オープンデータセット,無
0000000117,131202,東京都練馬区,環境衛生営業施設一覧,,1か月以内に新規および廃止の届出があった理容所・美容所・クリーニング所、コインランドリーの一覧です。,健康・医療,保健・福祉,,2023/04/10,2024/09/10,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/hokenfukushi/ kankyoeiseisisetu.html,随時,,,,東京都練馬区,,健康部生活衛生課,,,,,,,,,,,xlsx,CC-BY,配信中,,2023/04/10,2024/09/10,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000118,131202,東京都練馬区,行政手続情報,,練馬区の手続情報を掲載しています。,ICT,統計・区政情報,,2023/09/30,2023/09/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/tokei_kusei/tetuzuki.html,随時,,,,東京都練馬区,,企画部情報政策課,,,,,,,,,,,csv,CC-BY,配信中,,2023/09/30,2023/09/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000119,131202,東京都練馬区,農の学校,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・農業・観光・位置情報,施設情報,,2024/03/30,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/nounogakkou.html,随時,,,,東京都練馬区,,都市農業担当部都市農業課,,,,,,,,,,,csv,CC-BY,配信中,,2024/03/30,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000120,131202,東京都練馬区,高松みらいのはたけ,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・農業・観光・位置情報,施設情報,,2024/03/30,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/mirai-no-hatake.html,随時,,,,東京都練馬区,,都市農業担当部都市農業課,,,,,,,,,,,csv,CC-BY,配信中,,2024/03/30,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000121,131202,東京都練馬区,こどもの森,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・観光・子ども・位置情報,施設情報,,2024/03/30,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/kodomonomori.html,随時,,,,東京都練馬区,,環境部みどり推進課,,,,,,,,,,,csv,CC-BY,配信中,,2024/03/30,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000122,131202,東京都練馬区,中里郷土の森,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・観光・生涯学習・位置情報,施設情報,,2024/03/30,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/nakazato.html,随時,,,,東京都練馬区,,環境部みどり推進課,,,,,,,,,,,csv,CC-BY,配信中,,2024/03/30,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000123,131202,東京都練馬区,土支田農業公園,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・農業・観光・教育・文化芸術・生涯学習・位置情報,施設情報,,2024/03/30,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/doshida.html,随時,,,,東京都練馬区,,環境部みどり推進課,,,,,,,,,,,csv,CC-BY,配信中,,2024/03/30,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000124,131202,東京都練馬区,牧野記念庭園,,"令和6年3月30日現在の位置情報等です。
※座標系：世界測地系",施設・観光・文化芸術・生涯学習・位置情報,施設情報,,2024/03/30,2024/03/30,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/sisetsujyouhou/makinokinenteien.html,随時,,,,東京都練馬区,,環境部みどり推進課,,,,,,,,,,,csv,CC-BY,配信中,,2024/03/30,2024/03/30,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
0000000125,131202,東京都練馬区,組織情報,,区の組織の名称や所在地等を掲載しています。,組織情報,組織情報,,2024/04/12,2024/04/12,,ja,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/opendatasite/soshikijyouhou/soshikijyouhou.html,随時,,,,東京都練馬区,,人事戦略担当部職員課,,,,,,,,,,,csv,CC-BY,配信中,,2024/04/12,2024/04/12,https://www.city.nerima.tokyo.jp/kusei/tokei/opendata/index.files/riyoukiyaku.pdf,,ja,,無
