,2022年,,,,,,,,,2023年,,,
No.8遺跡,1,,,,,1,1,3,1,,1,,8
YT1[sanitize]15[sanitize]14,,,8,,,,,,,,,,8
あいあい保育園,,,1,1,,,1,1,2,,1,1,8
イオンスタイル板橋,,,4,,1,,1,,,,,2,8
いたばしボローニャ子ども絵本館(中央図書館併設),3,,,1,,2,,1,,,1,,8
グローバルキッズ板橋園,,1,2,1,,,1,,,,,3,8
すみれ薬局本店,,,4,4,,,,,,,,,8
トヨタモビリティ東京（株）板橋本町店,,,,,,,,,,,,8,8
ナチュラルローソン帝京大学病院本院,,,,,,,,,,,8,,8
ひまわりキッズガーデン志村,2,1,,3,,,1,1,,,,,8
マルエツ　板橋駅前店,1,2,,,,1,1,1,1,,,1,8
マルジュー（ＭＡＲＵＪＵ）仲宿店,2,,,,1,,,2,1,,1,1,8
ゆりの木保育園,1,2,1,,,,,,1,1,2,,8
栄町保育園,,1,,,,,,1,3,2,1,,8
街頭消火器 高[sanitize]003,,,,,,,,,,,2,6,8
旧赤塚村役場跡地,1,,,1,1,2,,1,,1,,1,8
戸田一般野球場1面,1,1,,,1,,,2,,,2,1,8
戸田硬式軟式兼用野球場Ａ面,1,2,,,,,2,,1,,2,,8
高島平一丁目第二公園,,,,,,,,,,1,6,1,8
高島平駅西口自転車駐車場（有料コイン式）,1,1,,,3,,1,,,1,1,,8
七軒家集会所,,1,,2,,,2,2,1,,,,8
舟渡小学校,,,,7,,,,,,,1,,8
小豆沢神社,,,6,,,1,,,,,1,,8
常盤台小　６,,,,,2,,,2,,1,,3,8
成増図書館,,,1,1,3,1,,,,2,,,8
成増二丁目緑の広場,,,,,1,7,,,,,,,8
西台中学校,,,,,1,,,,,1,6,,8
前野いこいの家,,2,1,1,,,2,2,,,,,8
中の台児童遊園,,,,,,,7,1,,,,,8
仲宿集会所,,1,,,1,,2,1,1,,2,,8
徳丸福祉園,,,1,,,,1,4,,,2,,8
板橋ルート　１０文殊院,,1,,,1,,,,,5,1,,8
板橋区平日夜間応急こどもクリニック,,,2,,,,2,,2,2,,,8
板橋消防署,,2,1,1,,1,,1,,2,,,8
板橋都税事務所,,1,,,1,,2,2,,1,1,,8
板五米店,,,,,,,1,3,3,1,,,8
富士大山道道標,,,1,,1,,,,5,,1,,8
風の子保育園,,1,,,,2,,,3,,2,,8
遍照寺,1,1,,,1,,3,1,1,,,,8
無印良品　板橋南町22,,,,,,,,5,1,,1,1,8
弥生小学校,1,1,,4,,,,,1,,,1,8
落合幼稚園,3,,,,1,1,,,1,,1,1,8
和敬保育園,,,,,1,,,2,1,1,1,2,8
IT2[sanitize]11[sanitize]66,,3,2,,,1,,1,,,,,7
NJK[sanitize]20[sanitize]104,2,,1,,2,1,,,,1,,,7
No.108遺跡,,,,,1,,1,2,,,,3,7
No.10遺跡,,,1,1,,,4,,1,,,,7
No.37遺跡,,4,3,,,,,,,,,,7
No.41遺跡,,4,1,,,,,,1,1,,,7
No.55遺跡,,,1,4,,,,,,,2,,7
nusr,,,,,3,1,,1,,,2,,7
OHC[sanitize]13[sanitize]02,,1,1,1,,,,2,,1,,1,7
ONC[sanitize]15[sanitize]08,3,,4,,,,,,,,,,7
イオンスタイル板橋前野町店,,,,1,,1,,2,1,,1,1,7
イトーヨーカドー上板橋店,,1,,,1,,,1,,2,1,1,7
うさぎ薬局,,,1,3,,,,1,,2,,,7
うつみ医院,,,,2,2,,,2,1,,,,7
おんだ薬局,,,1,3,,1,2,,,,,,7
コモディイイダ　宮本町店,,1,1,,,,1,1,,1,1,1,7
ひまわりベビールーム小竹向原,1,,,1,1,,1,,,,1,2,7
ほっぺるランド成増,5,,1,1,,,,,,,,,7
まなぽーと大原（大原生涯学習センター）,,1,,,,1,,,3,,,2,7
やまと保育園,,,3,,1,,,1,,1,,1,7
レストランまき,,,,,,,,1,4,2,,,7
栄町集会所,,1,1,,,,1,,1,,1,2,7
縁切榎,,,,,2,,2,,1,1,,1,7
観明寺,1,,1,,,1,1,1,1,1,,,7
企業活性化センター,,3,,,2,,,,1,,,1,7
旧板橋宿周辺地区地区計画,,,1,,,3,,,3,,,,7
区立美術館,,,,,,,,5,,1,1,,7
御嶽神社,,,2,,1,,,,,3,,1,7
荒川戸田橋サッカー場A面,1,,1,,1,,1,3,,,,,7
高島第三中学校,,,1,5,,1,,,,,,,7
高島平つくし保育園,,,1,3,,,,,1,,1,1,7
三葉児童遊園,1,,,,,,,1,,5,,,7
志村第六小学校,,,,,,3,2,,1,,,1,7
小桜保育園,,2,2,2,,,,,1,,,,7
小豆沢体育館管理棟,,,,,,,,,,,,7,7
水久保公園内集会所,,1,,,1,,,3,,2,,,7
石神井川緑道,,,,,2,1,,,4,,,,7
泉福寺,1,,,,,2,,,,4,,,7
大山西町公園,2,2,2,,,,,,,,,1,7
第二たつの子保育園,1,3,,2,,,1,,,,,,7
中華料理 天宝,,,,,1,,,6,,,,,7
仲町地域センター・仲町ふれあい館,2,,1,,2,,,,,,,2,7
徳丸三丁目集会所,,1,,1,,3,,,1,,1,,7
南ときわ台耳鼻咽喉科,1,1,1,,1,,,1,2,,,,7
南條薬局,,,,,,,,1,3,2,,1,7
板橋区役所７階資源循環推進課,,,2,,,,,,,,2,3,7
板橋保育園,1,,2,2,1,1,,,,,,,7
富士見台集会所,1,1,,1,,1,2,,1,,,,7
浮間舟渡フットサルパーク,,2,2,,,,,1,,1,1,,7
平和保育園,1,2,1,3,,,,,,,,,7
北前野小学校,,,,6,,,,,,,,1,7
本町街かど公園,1,,1,,3,1,,,,,,1,7
薬師の泉庭園,1,,1,,,3,,,1,,1,,7
陽光保育園,1,,,,,,,2,,,1,3,7
AK1[sanitize]14[sanitize]02,,4,,,,,,,2,,,,6
B7171_,,,6,,,,,,,,,,6
NJK[sanitize]20[sanitize]29,1,1,,1,,,,1,1,,1,,6
No.11遺跡,,,,,,,,1,1,1,1,2,6
No.4遺跡,,,,,1,2,,,,1,,2,6
No.60遺跡,,,,1,,,,,3,,1,1,6
No.69遺跡,,1,,,,1,,,3,1,,,6
No.89遺跡,,1,1,1,,,,1,,,2,,6
TM5[sanitize]12[sanitize]04,,,,,,,,,,6,,,6
あけぼの薬局中板橋店,,,,1,2,,,,,1,2,,6
ことぶき薬局大山店,1,2,,,,,,,1,2,,,6
ダイエー西台店,,1,,,,,,3,1,1,,,6
ナチュラルローソン帝京大学附属病院,,,,,,,,,,,6,,6
ひまわりキッズガーデン小茂根,2,,1,,,1,1,,,,,1,6
稲荷神社,,2,,,1,1,,,1,,1,,6
稲荷台児童遊園,,,1,,4,,1,,,,,,6
稲垣薬局高島平店,,,,,,1,2,,,1,2,,6
加賀福祉園,,1,,,,,,2,,,1,2,6
旧志村役場跡地,,,2,,3,,,,,,1,,6
旧板橋町役場跡地,,,,,2,1,2,1,,,,,6
教育相談所成増分室,1,,,,1,,,2,,2,,,6
熊野神社,3,,2,,,1,,,,,,,6
戸田一般野球場5面,,,,,,5,,,,,,1,6
戸田硬式軟式兼用野球場 B面,1,1,2,,1,,,,,,1,,6
高社郷,,,,,,,,,,,6,,6
高島第二中学校,,,1,5,,,,,,,,,6
高島平四丁目集会所,,,,,,,,,,4,1,1,6
桜川三丁目１８番遊び場,,1,1,1,,,1,1,,,1,,6
三井住友銀行志村支店,,,1,1,,,,,,1,3,,6
三菱東京ＵＦＪ銀行　志村坂上支店,,,1,,2,,2,1,,,,,6
志村さかした保育園,,,,4,1,,,,1,,,,6
志村ルート　１３龍福寺,,,5,,,,,,,,,1,6
志村橋保育園,,1,,,1,,,,4,,,,6
志村三丁目駅,1,1,1,,,,,1,,2,,,6
舟渡三丁目こども広場,,1,,,,,4,,1,,,,6
舟渡二丁目いこいの場,,,,,,,5,,1,,,,6
舟渡保育園,1,,2,,,,,,3,,,,6
淑徳大学短期大学部ボランティアセンター,,2,,,,,,,2,2,,,6
新たな防火規制区域,,,,6,,,,,,,,,6
真畔公園,,,1,,,,,,,5,,,6
成増児童遊園,,,,2,1,2,1,,,,,,6
星樂保育園,,,1,,1,,1,1,1,,,1,6
生産緑地,2,,,,,,,,4,,,,6
西光寺,,2,1,,1,2,,,,,,,6
西台集会所,1,2,,,,,,,1,1,,1,6
西台保育園,,1,1,2,,,,,,1,,1,6
赤塚ルート　安楽寺～旧粕谷家住宅,,,1,,,,1,1,,,2,1,6
赤塚五丁目30番管理地（閉鎖管理）,,,1,,,1,,,1,,3,,6
赤塚福祉園,,,2,,,,,,,,4,,6
赤塚六丁目集会所,1,,,,,,1,,1,1,,2,6
折鶴寿司,,,,,,,,,,,6,,6
大原みなみ広場,4,,,,2,,,,,,,,6
大山金井町児童遊園,,1,2,,,,1,,,,1,1,6
第1投票所,,,,,,,,,,,,6,6
第5投票所,,,,,,,,,,,,6,6
中板橋保育園,,,1,1,,,1,,,1,1,1,6
仲町高齢者在宅サービスセンター,,,,,,,,4,2,,,,6
仲町防災さざんかの広場,,,1,,1,,1,1,,,1,1,6
都営三田線  板橋区役所前駅,,1,,2,,,1,,1,,1,,6
都立赤塚公園,1,,1,,,,1,,,,3,,6
東京高齢協　ふじみ,1,1,,1,,,1,1,1,,,,6
東新保育園,1,1,,,,,,,1,2,1,,6
徳丸東遺跡,,,,,,1,,,,,,5,6
南板橋公園,1,4,,,,,,1,,,,,6
日暮台公園,,1,,,1,,,,2,,2,,6
麦の子保育園,1,,1,1,,,,,1,,,2,6
板橋,,,,,1,,1,,,4,,,6
板橋ルート　１１中宿脇本陣跡,,,,,,,,,,6,,,6
板橋一丁目電車の見える公園,1,1,,2,,,,,,1,1,,6
板橋区役所地下１階,,,,,,,1,,,,2,3,6
板橋三丁目縁宿広場,1,,2,,,1,,,,1,,1,6
板橋三丁目児童遊園,,,1,1,,1,,,,,2,1,6
氷川つり堀公園,,,1,,,3,,1,,,,1,6
本蓮沼公園内集会所,1,,,1,,,1,3,,,,,6
無印良品　板橋南町２２,,,,,,,,4,2,,,,6
弥生小　１,,,,,3,1,,,,,,2,6
緑ヶ丘第二公園内集会所,,,1,,,,,1,,1,2,1,6
蓮根いこいの家,1,,,,,,,3,,2,,,6
圓福寺,,,2,,1,,1,,2,,,,6
珈琲屋 カフェ・モカ,,,,,,,1,3,2,,,,6
？？112遺跡,,,5,,,,,,,,,,5
B3295_,,,5,,,,,,,,,,5
dawntest,,,,,2,,,,,,2,1,5
FJC[sanitize]88[sanitize]04,,,,,,,,,,,,5,5
icoi[sanitize]hair&amp;relaxation[sanitize],,,1,2,,,,,1,,1,,5
NJK[sanitize]15[sanitize]25,,,,,,,,,5,,,,5
No.51遺跡,1,,1,1,,,,,1,1,,,5
No.72遺跡,,,1,,,1,1,1,,1,,,5
No.83遺跡,,1,1,,,2,,1,,,,,5
No.91遺跡,,1,,2,1,,,,,,1,,5
NR4[sanitize]20[sanitize]101,,,,,,,,,5,,,,5
TK4[sanitize]15[sanitize]08,,,,,,,3,2,,,,,5
TM1[sanitize]20[sanitize]13,,,,,,,5,,,,,,5
あさひが丘保育園,,1,1,,,1,,1,1,,,,5
アスク上板橋保育園,2,1,1,1,,,,,,,,,5
あすなろ保育園,,,,,,,2,2,1,,,,5
えび山広場,,1,,,1,,1,,,2,,,5
お茶の水女子大大山寮,5,,,,,,,,,,,,5
グリーンホール（旧産文ホール）,,1,1,,,,,,,,3,,5
サイゼリヤ　板橋大山駅前店,,,,,,,2,,1,,,2,5
サミットストア　板橋弥生町店,1,,1,2,,,,1,,,,,5
なりますいこいの家,,,2,,,1,,2,,,,,5
ひいらぎ保育園,1,,,2,,,,,1,1,,,5
ひまわりキッズガーデン城山,,,,,2,1,,1,1,,,,5
ベルクスモール浮間舟渡,3,,,,1,,,,1,,,,5
ほっぺるランド板橋本町（A型）,,,1,3,,,1,,,,,,5
マルエツ成増団地店,,,,,1,,,4,,,,,5
メリーポピンズ中板橋ルーム,,1,,2,,1,,,,,1,,5
ライフ　板橋店,,,,,1,1,1,1,,,,1,5
わかたけかなえ保育園,1,1,1,,,,1,,,1,,,5
旭保育園,,,1,,,,2,,,,1,1,5
栄町児童遊園,,,,2,,,,,,2,1,,5
下頭橋と六蔵祠,1,,1,,1,,,,2,,,,5
加賀第二公園,,,,,4,,1,,,,,,5
加賀保育園,,2,1,,,,,,2,,,,5
街頭消火器 蓮[sanitize]206,,,,,,,,,,,,5,5
岩の湯,,2,,,,1,,1,1,,,,5
旧上板橋村役場跡地,,,,2,1,,,1,1,,,,5
業務スーパー　蓮根店,1,,,,,,1,1,,,1,1,5
金松湯,2,,,,,1,2,,,,,,5
敬隣保育園,,,,2,1,1,,,,,,1,5
見次公園内集会所,,,,1,,1,,,1,2,,,5
戸田一般野球場11面,,2,,1,1,,,,,,1,,5
高島通り薬局,,,,,,,,,,,3,2,5
高島平つぼみ保育園,,,,2,,,,,,2,1,,5
高島平二丁目集会所,,,1,,,,1,,,2,1,,5
坂下三丁目保育園,,,,,2,,,1,,1,,1,5
坂下三丁目緑地,2,,,,1,,,,,,1,1,5
三菱東京ＵＦＪ銀行　志村支店,,,1,,2,,,2,,,,,5
四ツ又公園,1,1,,,1,,1,,,1,,,5
四葉集会所,1,,,,,,3,,,1,,,5
志村消防署高島平出張所,,,,,,,,,,2,3,,5
舟渡四丁目児童遊園,,,,,,,5,,,,,,5
舟渡水辺公園,,,,,2,,2,,1,,,,5
小規模保育園あずさわ保育園,2,,3,,,,,,,,,,5
小林染芸,1,,,,,,4,,,,,,5
上板橋第二小学校,,,,1,,,1,1,1,,,1,5
上板橋二中学校,,,,,5,,,,,,,,5
常盤台PCR検査センター（令和4年2月21日（月）から開始）,,2,,1,,,,,,2,,,5
常盤台公園,1,,,,,1,,1,,,1,1,5
新河岸小　３,,,,,,,3,,,1,1,,5
新河岸東公園,,,,,,,5,,,,,,5
新板橋駅,,,1,1,,1,1,,,1,,,5
諏訪神社,,,1,,1,1,,,,,,2,5
成増うめの里公園,,1,,,,3,,,,,1,,5
成増駅,,,,1,1,,1,1,,1,,,5
聖マリア保育園,,,,,,,,,,,1,4,5
西台いこいの家,,,1,,,1,,2,,1,,,5
西台公園,1,3,,,,,,,,,1,,5
赤塚ルート　赤塚溜池公園～赤塚諏訪神社（田遊び）,,,,,,4,,1,,,,,5
赤塚公園,,1,2,,,,,,2,,,,5
前野町六丁目集会所,,1,1,2,,,1,,,,,,5
前野福祉作業所,,,,1,,,,4,,,,,5
相生保育園,,,,4,,,,,1,,,,5
太陽の子保育園,1,,1,,,,,1,1,1,,,5
大谷口上町児童遊園,,1,3,,1,,,,,,,,5
大谷口北町集会所,,,3,,1,,,,,1,,,5
谷端川児童遊園,1,1,1,,,,1,,1,,,,5
稚竹幼稚園,,,,,1,,,,,,4,,5
竹の子公園,,2,,,1,1,,,,,1,,5
中丸児童遊園,,2,,,,,,1,1,,1,,5
中台三丁目集会所,1,,,1,,1,,,,1,1,,5
中台小　４,,,,,1,,,,,3,,1,5
中板橋児童遊園,1,1,2,,,,,,,1,,,5
東京家政大学「森のサロン」,,1,,,1,,,1,2,,,,5
東京都板橋都税事務所,1,,,1,,2,1,,,,,,5
東山公園内集会所,,,,,,,,1,,3,1,,5
徳丸タウンブリッジ緑地,1,,1,,,,,2,,,,1,5
特別養護老人ホーム　いずみの苑,,1,,,1,,,,2,1,,,5
板橋ルート　７いたばし観光センター,,,2,,,2,,1,,,,,5
板橋交通公園内集会所,2,1,1,,,,,1,,,,,5
板橋宿不動通り地区,1,,3,,,,,,1,,,,5
板橋二丁目フレンドパーク,,3,,,,1,,,1,,,,5
板橋本町駅第１自転車駐車場,,,,,5,,,,,,,,5
板橋弥生郵便局,,,,,,,,5,,,,,5
板橋郵便局,,,2,,,,2,,,1,,,5
歩道が狭く、信号のない横断歩道や曲がり角が多い,,,,,5,,,,,,,,5
北野保育園分園,,1,1,,,,,2,1,,,,5
有限会社　川島紙器工芸,,,,,,1,4,,,,,,5
龍峰,,,,,1,,2,1,,,1,,5
42[sanitize]1[sanitize]2予定,,,4,,,,,,,,,,4
AK2[sanitize]77[sanitize]01,,,,,,,,4,,,,,4
AK4[sanitize]15[sanitize]17,,,1,3,,,,,,,,,4
AK7[sanitize]14[sanitize]301122,,,,,,,4,,,,,,4
CAFE DINING NAKAJUKU,,,,,,,,1,,,3,,4
D7819_,,,,,,,,,4,,,,4
DIM[sanitize]11[sanitize]02,4,,,,,,,,,,,,4
FTC[sanitize]20[sanitize]14,,,,,,,,,,,4,,4
IT2[sanitize]11[sanitize]51,,,,,,,,,,4,,,4
IT2[sanitize]11[sanitize]68,1,,1,,1,1,,,,,,,4
IT3[sanitize]11[sanitize]02,,3,,,,,,,1,,,,4
ND2[sanitize]11[sanitize]30,,,,,,,,,4,,,,4
NJK[sanitize]13[sanitize]02,,,,,,,,1,1,2,,,4
NJK[sanitize]15[sanitize]18,,,,,,,,1,3,,,,4
NJK[sanitize]20[sanitize]18,,,,,4,,,,,,,,4
No.106遺跡,,,,1,,,,2,1,,,,4
No.121遺跡,,1,1,,,,,,,,2,,4
No.16遺跡,,,,1,,,,,,3,,,4
No.178遺跡,,,,1,,,,1,,1,1,,4
No.17遺跡,1,,,1,,,,,,2,,,4
No.32遺跡,1,,,,,1,1,,,,1,,4
No.40遺跡,1,,1,,,,,,1,,1,,4
No.52遺跡,,,1,,1,,,1,1,,,,4
No.64遺跡,,,,2,,,,,,,,2,4
No.65遺跡,,,,,,1,,1,1,,1,,4
No.73遺跡,,,1,,,1,,,1,,,1,4
ONC[sanitize]13[sanitize]02,,,4,,,,,,,,,,4
senkan2,,,,,,,,,,,4,,4
SMC[sanitize]11[sanitize]04,,,,4,,,,,,,,,4
T42_,,,,,,,4,,,,,,4
アスクときわ台保育園,,1,,1,1,1,,,,,,,4
いさみや小竹向原店,2,,,2,,,,,,,,,4
オリンピックおりーぶ　志村坂下店,3,,,,,,,,1,,,,4
ガスト 板橋坂下店,,,,,,1,,1,,,2,,4
カフェ・モカ,,,,,,,,,,,4,,4
かみいた調剤薬局,1,2,,,,,,,,,,1,4
キムチ家本店,,,,,,,,,,,4,,4
グランダ大山弐番館,,,1,,,,,,2,,1,,4
グローバルキッズ成増園,1,1,,2,,,,,,,,,4
こじか保育園,,,1,,,,,,,1,2,,4
こども動物園（高島平分園）,,,,1,,,,2,,1,,,4
コモディイイダ　ハッピーロード大山店,,,,,,2,,,,,1,1,4
サイゼリヤ　西台店,,,,,,,,,1,,3,,4
さくらさくみらい　蓮根,1,,,3,,,,,,,,,4
しもじけ児童遊園,,,,,,,,,,,4,,4
しらさぎ 保育園,,2,,1,1,,,,,,,,4
スーパーベルクス　板橋中台店,1,,1,1,,,1,,,,,,4
ゼイタク煎餅と重盛の人形焼,,,,,,,,,,,4,,4
つつじ保育園,,,,,,,1,,,1,,2,4
ときわ健康温泉,1,3,,,,,,,,,,,4
なかいたプチパーク,1,,,,,1,,,,,1,1,4
にじいろ保育園蓮根,1,,,3,,,,,,,,,4
にしたか薬局,,,,,,,,,1,3,,,4
にりんそう保育園（公設民営）,1,1,,,1,,,,1,,,,4
ひまわりキッズガーデン大原,,2,,,,,1,,,1,,,4
ファースト電子開発株式会社　板橋事業所,,,,4,,,,,,,,,4
マナカマナ,,,,,1,,1,2,,,,,4
まなびの森保育園下赤塚,,,,3,1,,,,,,,,4
やよい児童遊園,2,,,,1,,1,,,,,,4
ゆ～らんど,,,2,,1,1,,,,,,,4
ラ・ファミーユ,,,,,1,,1,1,,1,,,4
ライフ　赤塚店,1,,1,,,,,1,,,,1,4
わかたけ保育園,,,,1,1,,,,,1,1,,4
愛染児童遊園,1,,,,,,1,1,,,,1,4
栄町１９番遊び場,1,,,1,1,,,,,,1,,4
延命寺,,,1,,,,,,1,1,,1,4
加賀小　１,,,,,,,,,,4,,,4
加賀小　６,,,,,,,,3,,1,,,4
加賀二丁目公園,,1,1,,1,,,,,,,1,4
街頭消火器 仲宿[sanitize]264,,,,4,,,,,,,,,4
街頭消火器 板[sanitize]203,,,,4,,,,,,,,,4
株式会社アズマ,,,,2,,1,1,,,,,,4
丸鶴,,1,,,1,,,2,,,,,4
丸福,,,,,1,,,,,1,,2,4
喫茶萩,,,,,,,,,,,4,,4
宮本公園,,,1,,1,,,,,2,,,4
金沢小　１,,,,,,,,,,,3,1,4
戸田一般野球場3面,,,,,,1,1,,,1,1,,4
戸田一般野球場4面,1,1,,,,1,,,1,,,,4
戸田一般野球場7面,,,,,,1,,1,1,1,,,4
戸田一般野球場9面,,,,,,,,,,1,,3,4
戸田橋少年野球場Ｂ面,,,,,1,1,,,1,,1,,4
向屋敷公園,,,,,,,1,1,,1,1,,4
高島第二小学校あいキッズ,,,1,,1,,1,,,,,1,4
高島平さつき保育園,,,,,,,,,2,2,,,4
高島平一丁目公園,,,,,,,,,1,,3,,4
高島平九丁目集会所,,,,1,,1,1,,1,,,,4
高島平七丁目公園内集会所,1,,1,,,,,1,,1,,,4
高島平福祉園・障がい者福祉センター,,,,,,1,,,1,,,2,4
高島幼稚園,,,,,,1,2,,,,1,,4
高島六小学校,,,,,,,,,,,4,,4
昆虫公園,,,,,,1,,1,,2,,,4
佐藤医院,2,2,,,,,,,,,,,4
坂下三丁目公園,,,,,,,4,,,,,,4
桜川小　１,,,,,,,,,,1,,3,4
桜川地域包括支援センター,,,,,4,,,,,,,,4
山中児童遊園,1,,,,,1,,,1,,1,,4
子易神社,,,1,,1,,1,,,,1,,4
志村五中学校,,,,,4,,,,,,,,4
志村坂上地域センター（古布・古着のみ。廃食用油は未回収）,,,,,1,,,,,,1,2,4
志村第六小　４,,,,,,1,,,,1,1,1,4
私立わかたけ保育園,4,,,,,,,,,,,,4
舟渡一丁目第一児童遊園,,,,,,,4,,,,,,4
舟渡一丁目第二児童遊園,,,,,,,3,,1,,,,4
舟渡三丁目児童遊園,,,,,,,4,,,,,,4
舟渡三丁目地区地区計画,,,,,,4,,,,,,,4
舟渡四丁目南地区,,,,,,4,,,,,,,4
出井川緑道,,,,,,,,,1,,,3,4
小豆沢公園（グランド南）（スタンド1階）,1,,,,,,,,3,,,,4
上谷津公園,,,,,,,,,,,4,,4
上板橋第二中学校（給水拠点）,,,,,4,,,,,,,,4
乗蓮寺,,,,1,1,1,,,,1,,,4
城北野球場Ｂ面,1,,,,,,1,,1,,,1,4
常盤台PCR検査センター,,,,4,,,,,,,,,4
常盤台ルート　スタート　東武東上線　中板橋駅,1,,,,,,,,,3,,,4
常盤台小　１　,,,,,1,,,,,,1,2,4
食堂ひまわり,,,,,,,,,,,4,,4
新河岸一丁目集会所,1,,1,,,,,,,,2,,4
新河岸小学校,,,,3,,,,,,1,,,4
新高島平駅南自転車駐車場（有料コイン式）,,,1,,,,1,,,,1,1,4
成増公園,,,,,1,,1,1,,1,,,4
成増三丁目集会所,,,1,1,,,,1,,,1,,4
成増四丁目前新田の森,,1,,,,1,,,,,2,,4
成増保育園,,,,1,1,,1,,1,,,,4
清水町小規模保育園,1,,,1,,,1,1,,,,,4
西台駅,,,2,,,,,,,,2,,4
西台田端公園,,,,,,2,1,,,1,,,4
西台二丁目児童遊園,,,,,,,,,,,3,1,4
青果ビックリ仲宿青果2号店,,,,,,,,,,,4,,4
石神井川軸地区,3,,1,,,,,,,,,,4
赤塚七丁目児童遊園,,,2,,,,,,1,,1,,4
赤塚新町光が丘集会所,,1,,1,,,,,,,,2,4
赤塚新町三丁目児童遊園,,1,,,,,,,1,,,2,4
赤塚新町保育園,,1,,,1,,,1,,,,1,4
前野小　２,,,,,,,1,,,,1,2,4
前野町三丁目緑の広場,1,,,1,1,1,,,,,,,4
前野二丁目児童遊園,,,1,1,2,,,,,,,,4
前野保育園,,,,2,,,1,,1,,,,4
大谷口一丁目４番遊び場（大谷口公園広場部分）,2,,,1,,,,,1,,,,4
大門の森,,,,,,,,1,1,,2,,4
大門みはらし台公園,,,,,,,,,1,,3,,4
大門遺跡,,,1,,,,,1,,,1,1,4
第6投票所,,,,,,,,,,,,4,4
中華かさま,,,,,3,,1,,,,,,4
中華ダイニング剋,,,,,,,,,,,4,,4
中台公園,,1,,,,,2,,1,,,,4
中台小学校,1,1,,,1,,,,,1,,,4
帝京大学病院グルメプラザ,,,,,,,,,,,4,,4
都立城北中央公園,,,,,,,1,2,,,1,,4
土のうステーション 板22,,,,1,,,,3,,,,,4
東京都健康長寿医療センター（旧東京都老人医療センター）,,,,,,,2,1,1,,,,4
東京東信用金庫　板橋支店,,3,,,,1,,,,,,,4
同援みどり保育園,,1,,,,,1,,1,,,1,4
徳丸ヶ原野球場,,,,,,,,1,,,3,,4
徳丸石川集会所,1,,,,,,,2,,,,1,4
徳丸二丁目第二児童遊園,,,,,1,,2,,,1,,,4
南前野保育園,,2,,,,,,,,,1,1,4
南部土木サービスセンター,,,,,2,,1,,,,1,,4
熱帯環境植物館（グリーンドームねったいかん）,,1,,,,,,1,,2,,,4
板橋こども動物園,,,,,1,,1,1,1,,,,4
板橋ハッピーロード郵便局,,,,,,,3,,1,,,,4
板橋ルート　１４智清寺,,,,,,4,,,,,,,4
板橋ルート　加賀公園～東光寺,,,1,,3,,,,,,,,4
板橋駅板橋口地区,,,,4,,,,,,,,,4
板橋警察署中板橋交番,,1,,,1,,,1,,1,,,4
板橋警察署養育院前交番,,,,,,,,1,1,,2,,4
板橋西郵便局,,,1,,,,,,,,3,,4
板橋第二公園,1,1,,,,,1,,,,1,,4
板橋東いこいの森,,,,,2,,,,,1,,1,4
板橋南常盤台郵便局,,,,,,,2,,2,,,,4
板橋明星幼稚園,,,1,,,,,1,,,1,1,4
板橋蓮沼郵便局,,,1,2,,,,,,1,,,4
美エール,,,,,,,,,,,4,,4
富士見街道にぎわい広場,,,1,,,1,1,,,1,,,4
平安地蔵,,,1,,,1,,1,1,,,,4
北野小　１,,,,,1,,,,1,1,,1,4
北野小　３,,,,,,1,1,,1,1,,,4
本町児童遊園,,,,,4,,,,,,,,4
茂呂塾保育園,,,,,,,1,,1,1,,1,4
緑が丘保育園,,,,3,,,,,,,,1,4
蓮根第二小,,,,,,,2,1,,,1,,4
和食れすとらん 天狗　西台駅前店,,,,,,,,,,2,2,,4
123,3,,,,,,,,,,,,3
17L157_,,,,,,,,,,,3,,3
2＿7,,,,,,,,,,,,3,3
AK4[sanitize]11[sanitize]49,,,,,3,,,,,,,,3
AK5[sanitize]20[sanitize]104,,,,,,,,,,,3,,3
AK8[sanitize]11[sanitize]21,3,,,,,,,,,,,,3
anzen2,,,,,,,,,,,,3,3
AS3[sanitize]11[sanitize]03,,3,,,,,,,,,,,3
C3307_,,,,,,,,,,,3,,3
D3562_,,,,,,,,,3,,,,3
E94_,,,,,,,3,,,,,,3
FJC[sanitize]13[sanitize]02,,,,,,,,,,,,3,3
FJC[sanitize]20[sanitize]06,,3,,,,,,,,,,,3
HNC[sanitize]15[sanitize]02,2,1,,,,,,,,,,,3
HOC[sanitize]15[sanitize]17[sanitize]5,3,,,,,,,,,,,,3
IT1[sanitize]11[sanitize]55,,,,,,,3,,,,,,3
IT1[sanitize]20[sanitize]101,,2,1,,,,,,,,,,3
IT2[sanitize]11[sanitize]60,,1,,1,,,1,,,,,,3
IT2[sanitize]11[sanitize]64,,1,,1,,,,,,1,,,3
IT2[sanitize]11[sanitize]65,2,1,,,,,,,,,,,3
IT2[sanitize]11[sanitize]69,,2,,1,,,,,,,,,3
IT3[sanitize]13[sanitize]02,,3,,,,,,,,,,,3
IT3[sanitize]15[sanitize]02,,,,2,,,,,,,1,,3
IT3[sanitize]15[sanitize]03,,,,,1,,,,,,1,1,3
IT4[sanitize]11[sanitize]46,,,,,,,,,,,,3,3
J’sラーメン,,,,,1,,1,,,1,,,3
JHC　秋桜,,,,,,,,,,,3,,3
kycrenkei,,,,3,,,,,,,,,3
MS1[sanitize]15[sanitize]14,,,,,,,,,,3,,,3
