,2018年,,,,,,,,,2019年,,,
にじいろ保育園徳丸,,,2,1,3,3,1,1,,,1,2,14
ハートダイニングホール・スマイル,,,,,,,2,2,2,4,2,2,14
はすぬま内科,7,,,7,,,,,,,,,14
まごころ弁当　板橋店,,,,,,,,14,,,,,14
メディコール小規模保育園中板橋,,,,,2,,,1,2,,4,5,14
稲荷台児童遊園,9,1,1,,,,,1,,,,2,14
宮本公園,7,1,4,1,,,,1,,,,,14
戸田一般野球場5面,,,,,,4,4,2,2,,,2,14
泉町公園,9,1,,,,,2,1,,,1,,14
前野小学校,9,2,,,,1,,,,2,,,14
大原公園,6,2,1,2,1,,,,,,,2,14
大山金井町児童遊園,9,2,,1,2,,,,,,,,14
竹の子公園,6,1,,,1,,3,,1,1,1,,14
中根橋小学校通学区域,,,13,,,,,,,,,1,14
仲宿ふれあい広場,9,1,,,1,1,,1,,1,,,14
東武練馬駅,6,3,2,,1,1,,,,,,1,14
道路補修工事（5）,,,,,,1,2,5,5,1,,,14
板橋一丁目児童遊園,10,2,,,,,1,,,,,1,14
板橋第六小学校,2,2,,1,1,4,,3,,,1,,14
平尾宿名主屋敷跡,,,1,,9,2,,,,1,1,,14
北前野児童遊園,9,4,1,,,,,,,,,,14
本陣児童遊園,9,1,2,,,,,,1,1,,,14
明日葉保育園蓮根園,,,8,,2,1,1,2,,,,,14
蘭調剤薬局,,5,,,1,3,2,,1,2,,,14
No.111遺跡,4,1,,,1,,,3,1,,2,1,13
No.144遺跡,1,,,,2,,2,3,1,,2,2,13
No.170遺跡,,1,4,,,1,,2,1,1,2,1,13
No.174遺跡,5,,,,1,1,,2,2,1,,1,13
No.94遺跡,,2,1,,,,,,,5,4,1,13
sukusukuカフェ＆キッズ,2,2,9,,,,,,,,,,13
かえで保育園,1,,,1,6,1,1,1,,,,2,13
こじか保育園分園,1,,,,3,1,1,,1,1,2,3,13
コモディイイダ　ハッピーロード大山店,1,3,,,6,2,,,,,,1,13
さくら保育園,1,1,,,6,,2,,,1,,2,13
セブンタウン小豆沢,1,,2,,5,2,1,,,1,,1,13
ダイエー成増店,2,1,3,1,3,,,3,,,,,13
ダイエー西台店,1,,,,6,2,,1,2,,1,,13
とも薬局,,,,,,,1,3,3,3,3,,13
なかいたばしさくらさくほいくえん,,3,,,3,2,3,,1,,,1,13
宮前公園,6,1,,3,,,1,2,,,,,13
宮本児童遊園,6,1,1,,,3,,1,,,,1,13
熊野町公園,5,3,,,3,1,,,,1,,,13
戸田一般野球場10面,1,1,2,,1,,2,1,3,1,,1,13
戸田一般野球場7面,1,,,8,,,2,,,,,2,13
志村警察署前野町交番,10,2,,,,,,,,,1,,13
志村警察署北前野地域安全センター,9,4,,,,,,,,,,,13
私立前野保育園,,,,,13,,,,,,,,13
若木保育園,2,1,,,4,1,1,1,,2,1,,13
十条駅,10,1,,1,,,,,,1,,,13
城山おおぞら広場,10,3,,,,,,,,,,,13
水道局北部第二支所技術第二係,10,1,,,,1,,,,,1,,13
成増駅,2,2,3,,,,,2,,2,1,1,13
成増公園,6,3,,2,,1,1,,,,,,13
前野町二丁目公園,9,4,,,,,,,,,,,13
前野二丁目児童遊園,9,4,,,,,,,,,,,13
大谷口二丁目児童遊園,1,,2,1,,,,,1,1,,7,13
中丸児童遊園,5,3,,2,,,,,1,1,1,,13
中台小学校,10,2,,,,1,,,,,,,13
東京高齢協　ふじみ,,,4,,3,,1,1,1,2,,1,13
道路補修工事（18）,,,,,,,,6,,4,3,,13
板橋ルート　１０文殊院,,1,,,1,,2,1,3,4,1,,13
板橋第十小学校,2,,1,1,7,2,,,,,,,13
富士見台小学校,7,3,1,1,1,,,,,,,,13
北前野おもいやり広場,9,4,,,,,,,,,,,13
蓮沼薬局,,2,1,2,,1,2,,,1,3,1,13
cucul（美容室）,,,5,1,2,,2,,1,,,1,12
No.112遺跡,,2,,,,,1,4,1,1,2,1,12
No.121遺跡,2,,1,,1,5,1,1,,1,,,12
No.157遺跡,,1,,2,2,1,2,2,,1,,1,12
コウシン薬局,,1,2,,1,2,,1,3,2,,,12
こじか保育園,1,,,1,5,4,,1,,,,,12
こぶし保育園（公設民営）,1,,1,1,3,2,3,,,,1,,12
たつの子保育園,1,,2,,3,,2,1,,,,3,12
パル薬局蓮根店,,,,,,3,5,4,,,,,12
やよい防災ひろば,1,,1,6,,,1,,,1,,2,12
稲荷台おなりばし緑地,9,1,2,,,,,,,,,,12
企業活性化センター,3,1,1,,5,,1,1,,,,,12
戸田硬式軟式兼用野球場 B面,3,3,,1,,3,,,,2,,,12
志村第二公園,5,2,,,2,,,,,1,1,1,12
私立前野幼稚園,,,,,12,,,,,,,,12
舟渡保育園,,,,,5,2,1,1,,1,1,1,12
小規模保育園板橋一丁目インフィニティ保育園,,,,,2,,,6,1,,2,1,12
松月院,1,4,2,,1,,,1,,,2,1,12
上板橋二丁目小規模保育園,,,,,2,,,1,1,,3,5,12
親和児童遊園,6,1,,,,,2,,,,2,1,12
仁天堂薬局,,2,,,1,2,,1,2,1,3,,12
成増ケ丘小学校,6,1,1,1,1,1,,1,,,,,12
成増一丁目児童遊園,10,1,,,1,,,,,,,,12
赤塚五丁目30番管理地（閉鎖管理）,6,1,,,,,1,,,1,2,1,12
地域ケアセンター　ビオラ,,1,2,2,4,1,1,,,,,1,12
中宿脇本陣跡,,,1,1,3,,,,,5,2,,12
土のうステーション 赤31,,,,12,,,,,,,,,12
東京ガス北部お客様センター,10,1,,,1,,,,,,,,12
板橋一丁目電車の見える公園,10,1,,,,,,,1,,,,12
板橋宿本陣跡,,,1,1,6,,,1,1,2,,,12
板橋第五小学校,5,,1,1,,1,,,3,1,,,12
板橋明星幼稚園,2,1,,2,3,,1,1,,,1,1,12
浮間舟渡駅,5,4,,,1,,,,,,2,,12
薬局くすりの福太郎上板橋店,,3,1,,4,2,,,,,1,1,12
43413,,,,,,,,4,8,,,,12
No.103遺跡,,2,1,,,2,2,1,1,1,,1,11
No.135遺跡,1,,,1,1,1,2,,3,,2,,11
No.158遺跡,1,1,,,2,1,4,,,,,2,11
No.162遺跡,2,1,,1,2,,1,,,,,4,11
No.20遺跡,2,2,1,,,4,,2,,,,,11
No.42遺跡,1,,1,,2,,3,,4,,,,11
No.63遺跡,,,1,,2,,2,,5,,1,,11
No.66遺跡,,,,6,2,,,,,,3,,11
No.84遺跡,3,,1,2,,,,4,,1,,,11
かちどき薬局常盤台店,,,,,5,3,,,,1,2,,11
ジョナサン　板橋仲宿店,1,1,2,2,,1,1,1,1,1,,,11
はぁもにぃ保育園,1,1,,,5,3,,,,,1,,11
メリーポピンズ中板橋ルーム,,1,2,1,2,1,1,,2,,1,,11
栄町１９番遊び場,4,,,,2,2,,,,1,,2,11
向原小学校,1,3,1,,3,,,,1,,,2,11
桜川小学校,1,1,3,,,3,1,,,,,2,11
志村城山公園,5,1,,,,,5,,,,,,11
上板橋第二中学校通学区域,,,11,,,,,,,,,,11
植村冒険館,3,,1,,5,,1,,1,,,,11
成増すみれ幼稚園,1,,5,,2,,2,,1,,,,11
赤塚しのがやと公園,8,1,,1,,,,,,,,1,11
赤塚ルート　旧粕谷家住宅～徳丸北野神社（田遊び）,3,,6,,,,1,,,,1,,11
赤塚四丁目児童遊園,6,1,,4,,,,,,,,,11
都営三田線  板橋区役所前駅,1,2,1,,2,1,1,,1,1,,1,11
東武東上線  中板橋駅,,1,1,1,1,1,5,,,1,,,11
徳丸小学校,6,2,,1,,,,1,,,1,,11
徳丸六丁目45～徳丸七丁目4番地先,,,,7,,1,,1,2,,,,11
日暮台公園,5,2,,2,,1,,,,,1,,11
板橋区保健所・板橋健康福祉センター,1,,2,,5,,,1,,,1,1,11
板橋警察署富士見交番,5,1,,,,1,3,1,,,,,11
板橋三丁目縁宿広場,5,2,3,,,,,,,1,,,11
板橋郵便局,5,1,,2,,1,,,,,,2,11
平成29年11月26日（日）午後11時10分頃,,2,,,3,,,,2,2,,2,11
平成29年2月6日（月）6時頃,,1,1,,,,1,1,3,1,3,,11
平成３０年５月１７日午後６時２０分頃,,1,,1,8,,1,,,,,,11
平尾児童遊園,8,,,1,1,,1,,,,,,11
本蓮沼公園,6,1,1,2,,,,1,,,,,11
弥生小学校通学区域,,,11,,,,,,,,,,11
蓮沼第二児童遊園,6,2,,,1,1,,1,,,,,11
（仮称）成増駅北口第5自転車駐車場新設工事,,,,,10,,,,,,,,10
dawntest,,,3,,4,3,,,,,,,10
KI3-88-01,,,4,6,,,,,,,,,10
No.151遺跡,,1,1,3,1,2,1,,,1,,,10
No.15遺跡,3,,,2,,1,,,1,2,,1,10
No.173遺跡,,,1,3,,1,,3,1,1,,,10
No.62遺跡,,,,,3,,,5,2,,,,10
No.68遺跡,,,,,,,,,,,,10,10
イトーヨーカドー上板橋店,,2,3,1,3,,,,,,1,,10
カフェ　トモチート,,,,,,,2,8,,,,,10
けやきの公園,6,2,,,1,,,,,,1,,10
サイゼリヤ　板橋大山駅前店,2,2,,,1,,1,2,,,1,1,10
そうはち山広場,5,1,,,,,,,1,1,1,1,10
デニーズ　大山東町店,3,2,,1,,1,1,,,1,1,,10
にりんそう保育園（公設民営）,1,1,,,3,1,,,1,1,1,1,10
ほっぺるランド志村坂上,,1,,,3,,1,,1,,,4,10
ライフ　仲宿店,1,,3,,,,3,,2,,1,,10
縁切榎,,1,,,7,,1,,,,,1,10
沖口公園,6,1,,,,,2,,,,,1,10
宮本町３７番遊び場,6,2,1,,,,,1,,,,,10
向原中学校,1,1,2,2,4,,,,,,,,10
向口公園,6,3,,1,,,,,,,,,10
荒川戸田橋緑地,,1,3,,3,,1,,,,,2,10
坂下三丁目緑地,5,1,,,,3,1,,,,,,10
三園福祉園,1,1,1,,3,,1,1,,1,1,,10
山中児童遊園,3,,,1,1,1,1,,3,,,,10
志村警察署清水町交番,8,1,,,,,,1,,,,,10
志村薬局,,7,1,2,,,,,,,,,10
舟渡いこいの家,1,,,,6,2,1,,,,,,10
小規模保育園生活クラブぽむ・徳丸,,,2,1,1,1,,,,,2,3,10
常盤台公園,4,1,,,1,,1,,1,1,1,,10
新河岸三丁目公園,2,1,1,,1,,,1,,2,,2,10
水道局板橋南営業所,4,,1,,2,,1,1,1,,,,10
成増三丁目児童遊園,6,1,,,1,,,1,1,,,,10
成増北第一公園,6,1,,1,,,,,,,1,1,10
成増北第二公園,6,1,,,1,2,,,,,,,10
清水町あさひ公園,7,,1,,,,,,,1,,1,10
前野二丁目南児童遊園,6,1,,,,,1,1,,1,,,10
総合ケアセンター　若葉ゆめの園,,,1,,2,3,1,1,,1,1,,10
大門みはらし台公園,6,1,1,1,,,1,,,,,,10
中丸なかよし児童遊園,5,3,,,1,,,,,,1,,10
仲町おとしより相談センター,1,,,,4,2,1,,1,,1,,10
東坂下広場,6,2,,,,,1,1,,,,,10
徳丸三丁目24～25番地先　外1箇所,,,,,,,,9,,1,,,10
徳丸東遺跡,1,1,4,,,,3,1,,,,,10
徳丸二丁目第二児童遊園,5,1,,,1,,,,,,3,,10
特別養護老人ホーム　いずみの苑,1,,,1,3,2,1,,,1,,1,10
板橋ルート　９板橋宿本陣跡,,1,,,,,1,3,,5,,,10
板橋区立美術館,,,,,6,1,1,,,,,2,10
板橋北郵便局,5,2,,,,1,1,,,1,,,10
氷川土合公園,5,2,,,1,,,,,,2,,10
不動通り児童遊園,5,,4,,1,,,,,,,,10
富士見西児童遊園,5,4,,,,,,,,1,,,10
北前野小学校,5,3,,,1,,,,,,,1,10
木の下の保育園中板橋小規模保育園,,,2,,2,3,,,,1,1,1,10
龍福寺,1,1,,,2,1,,,2,,,3,10
AK7-14-300625,,,1,,,,,8,,,,,9
No.155遺跡,,1,,2,,2,,,,3,,1,9
No.39遺跡,,,,,,,,,,2,6,1,9
No.71遺跡,1,,,,,1,,2,,5,,,9
No.79遺跡,,,,,,,2,,,2,1,4,9
No.89遺跡,,1,,,,,7,,,,,1,9
NR-15-310201,,,,,,,,,,,9,,9
NR4-20-107,,,,9,,,,,,,,,9
イオンスタイル板橋前野町店,,2,2,,4,1,,,,,,,9
こぶし保育園,,1,,1,3,2,,,1,1,,,9
さくら薬局赤塚新町店,,2,1,2,,,1,2,,,1,,9
しらさぎ 保育園,,,1,,5,,,,1,,1,1,9
ペンギン薬局,,,1,3,3,2,,,,,,,9
ほっぺるランド成増,,,1,,3,3,,1,,1,,,9
ほっぺるランド板橋小豆沢,,,,,3,,,,,2,4,,9
まきば幼稚園,,,,,3,2,,,1,,,3,9
まなぽーと成増（成増生涯学習センター）,,1,,,5,,,,1,1,,1,9
やよい児童遊園,2,2,,,,,1,1,,3,,,9
一番通り薬局,,,,,1,2,,,4,2,,,9
下赤塚公園,6,1,,1,,,,,,,,1,9
学童保育＆シッターこどもの杜,1,,2,1,3,,,,,,2,,9
金子病院,,,,,3,,,1,4,1,,,9
戸田橋少年野球場Ｆ面,,1,,3,,2,1,,1,1,,,9
戸田硬式軟式兼用野球場Ａ面,3,,,1,,1,3,1,,,,,9
高島第三中学校,6,1,,,,,1,1,,,,,9
高島平二丁目29～32番地先,,,,,,,8,,,,,1,9
坂下三丁目緑の広場,5,1,,1,1,,,,,,1,,9
志村ルート　１３龍福寺,,,4,,,,,1,2,1,1,,9
志村三丁目駅,5,2,,,1,,1,,,,,,9
志村小学校,6,2,,,1,,,,,,,,9
志村消防署高島平出張所,5,1,,,,,,1,,,2,,9
志村第四中学校,6,1,1,,,,,,,,1,,9
淑徳短期大学ボランティアセンター,,,3,,3,,,,,,3,,9
新河岸東公園,5,2,,,2,,,,,,,,9
成増五丁目公園,7,1,,,,1,,,,,,,9
成増児童遊園,2,1,,2,1,,,2,,1,,,9
清水町みどりの公園,6,1,,,,,1,,1,,,,9
赤塚五丁目28～29番地先,7,2,,,,,,,,,,,9
赤塚土木事務所,,1,,,2,,2,,2,1,,1,9
赤塚幼稚園,,1,3,,5,,,,,,,,9
大谷口児童遊園,2,,,,2,2,,,2,1,,,9
大門児童遊園,6,1,,,,,1,,,,,1,9
谷端川児童遊園,5,3,,,,,,,1,,,,9
仲宿商店街一帯,2,,1,3,,1,,1,,1,,,9
東京都健康長寿医療センター（旧東京都老人医療センター）,,2,1,,3,3,,,,,,,9
東武ストア高島平店,,,,6,,,,,3,,,,9
東武東上線  大山駅,1,1,,4,1,1,1,,,,,,9
道路補修工事（1803）,1,,3,3,2,,,,,,,,9
徳丸高山公園,6,1,2,,,,,,,,,,9
徳丸八丁目22～23番地先　外1路線,,,,,,,,8,1,,,,9
徳石公園,6,1,,,2,,,,,,,,9
板橋,1,1,,1,3,,3,,,,,,9
板橋四丁目東公園,6,,,,1,,,,,1,,1,9
板橋第八小学校通学区域,,,9,,,,,,,,,,9
板橋本町駅,4,,,,,1,,2,,2,,,9
番場児童遊園,5,,1,,,,1,1,1,,,,9
豊島病院,1,1,,1,3,,1,,1,,1,,9
本町街かど公園,4,,,,,,1,,1,1,,2,9
末広寿司,,,,,,,2,6,,,,1,9
洋弓場,5,3,,,1,,,,,,,,9
落合幼稚園,,,,2,2,1,1,1,2,,,,9
AK7-14-301122,,,,,,,,8,,,,,8
B5151_,,,,,,,8,,,,,,8
B6232_,,,,,,4,4,,,,,,8
D4034_,,,,,,,8,,,,,,8
IT2-11-63,,,1,2,,,,,4,1,,,8
IT2-11-66,,2,,1,,,1,,1,1,2,,8
No.117遺跡,,,,1,4,1,,,1,1,,,8
No.118遺跡,,,,,1,,2,1,,,1,3,8
No.133遺跡,1,1,,,1,1,,,1,,3,,8
No.138遺跡,1,,,,1,1,,,3,1,,1,8
No.140遺跡,,,,3,1,,,,2,,1,1,8
No.141遺跡,,,1,3,,,,,2,,2,,8
No.175遺跡,1,1,,,1,1,3,,,,,1,8
No.3遺跡,,,,1,,,,5,1,,,1,8
No.65遺跡,3,,,,,,,1,,1,,3,8
No.75遺跡,,,1,,1,,4,,,,,2,8
No.76遺跡,,,1,,,,3,,,3,,1,8
No.83遺跡,,2,,4,,1,,1,,,,,8
No.97遺跡,1,,2,,1,,1,1,1,1,,,8
コアラ保育園（A型）,,1,1,,1,,3,1,,1,,,8
サン薬局,,,,1,4,,,1,2,,,,8
ほっぺるランド板橋清水町,,1,,,2,1,1,1,,,2,,8
ほんちょうさくらさくほいくえん,,,1,1,1,1,,3,,1,,,8
ボンベイパレス,,,,7,,,,,,1,,,8
旧板橋町役場跡地,,,2,,,1,1,,,4,,,8
栗山村記念公園,6,1,,,,,1,,,,,,8
戸田一般野球場8面,,1,,,2,3,1,,,,,1,8
高島平警察署,5,1,,,2,,,,,,,,8
高島平警察署徳丸駐在所,6,1,,,,,,,,1,,,8
高島平警察署北野交番,6,1,,,,,,1,,,,,8
坂下一丁目児童遊園,6,1,,,1,,,,,,,,8
坂下三丁目第三児童遊園,6,1,,,,,,,,1,,,8
三園公園,6,1,,,,,,,1,,,,8
志村坂下小学校,2,1,2,,,,1,,,1,,1,8
十字堂薬局板橋店,,2,1,2,1,2,,,,,,,8
出井川緑道,5,1,,,2,,,,,,,,8
上板橋第四小学校,1,1,1,,1,,1,,,1,1,1,8
常盤台ルート　１１安養院,1,1,,2,1,,1,1,,,,1,8
成増うめの里公園,6,1,,,1,,,,,,,,8
成増四丁目前新田の森,6,2,,,,,,,,,,,8
成増四丁目緑地,6,1,,,,,,,,,1,,8
成増図書館,1,2,,3,,,,,,,2,,8
生活クラブ保育園ぽむ,,,3,,3,1,,,1,,,,8
赤塚四丁目緑地,6,1,,,,,,,,,,1,8
泉町児童遊園,6,1,,,,1,,,,,,,8
創価学会板橋文化会館,,,,8,,,,,,,,,8
大谷口上町公園,,,,,1,4,,1,,1,1,,8
大門東の森,6,2,,,,,,,,,,,8
竹内調剤薬局,,,,,,4,4,,,,,,8
中台南坂緑地,5,1,,,1,,,,,,1,,8
中板橋地区,2,,,1,,,,1,,4,,,8
天神下公園,5,1,,1,,,,,,1,,,8
都営三田線  板橋本町駅,,,,,,,2,2,1,,1,2,8
都立城北中央公園,,1,1,1,1,,,1,,,2,1,8
東坂下二丁目公園,6,1,1,,,,,,,,,,8
道路補修工事（1706）,8,,,,,,,,,,,,8
徳丸五丁目33～38番地先,,,,,,,7,,1,,,,8
徳丸三ツ和公園,6,1,1,,,,,,,,,,8
徳丸二丁目児童遊園,5,1,,1,,,,1,,,,,8
板橋区公文書館,,,,,6,,2,,,,,,8
板橋警察署熊野町交番,5,1,,1,1,,,,,,,,8
板橋警察署常盤台交番,4,1,,,,,2,1,,,,,8
板橋警察署平尾交番,5,,1,,,1,1,,,,,,8
板橋富士見幼稚園,,,1,,2,,1,,1,1,1,1,8
氷川つり堀公園,2,,1,2,1,,,,,1,1,,8
富士見児童遊園,5,,2,,,1,,,,,,,8
平成29年11月14日（火）午後11時５分,,,,,2,2,2,,1,,1,,8
平成29年11月26日（日）午後10時58分頃,,3,,,1,,,,2,,,2,8
平成29年6月19日午前11時25分頃,2,,1,,1,,,1,2,1,,,8
保育園加賀のこども,,,1,3,1,,,2,,,,1,8
木村整形外科,2,4,,,,,,,,2,,,8
弥生町南町会地区,,,,3,,,1,1,,3,,,8
蓮沼児童遊園,5,1,1,,,,,1,,,,,8
31.0205,,,,,,,,,,,1,6,7
AK4-20-101,,,,,,,,,,,7,,7
D5126_,,,,,,,,,7,,,,7
IT3-11-26,,,,,7,,,,,,,,7
KM4-11-31,,,,,,,7,,,,,,7
No.10遺跡,,,,1,,,,1,1,2,,2,7
No.136遺跡,,,,1,,,,2,2,1,1,,7
No.139遺跡,,,,1,2,,,1,2,,1,,7
No.142遺跡,2,,,1,,,1,,2,,1,,7
No.150遺跡,,1,1,1,1,,1,,,1,1,,7
No.154遺跡,,1,,2,,3,1,,,,,,7
No.166遺跡,,1,1,,1,1,,1,1,1,,,7
No.167遺跡,2,,1,1,2,,,,,1,,,7
No.18遺跡,1,,1,,2,1,,,,1,,1,7
No.22遺跡,,1,,,,,1,1,3,1,,,7
No.54遺跡,3,,,,,,1,,,,2,1,7
No.77遺跡,,,1,,,1,1,,,,3,1,7
No.80遺跡,,,1,4,,,1,,,,,1,7
No.96遺跡,1,,,1,1,,,,1,,3,,7
NR4-2-301122,,,,,,,,7,,,,,7
P5137_,4,,1,2,,,,,,,,,7
SWC-12-270901,7,,,,,,,,,,,,7
アカツキ薬局,,3,,,,,,1,1,2,,,7
あけぼの薬局中板橋店,,,,,,1,2,,,1,3,,7
あさひ調剤薬局,,,,1,3,,1,2,,,,,7
えのき橋児童遊園,5,2,,,,,,,,,,,7
キタマチ薬局宮の下店,,,,1,3,1,2,,,,,,7
くすりのダイイチ薬局常盤台店,,3,,1,3,,,,,,,,7
ケイロン薬局ターミナル店,,3,,,,,,,1,3,,,7
しらさぎ公衆トイレ,,,,,4,3,,,,,,,7
ソラストときわ台第二（A型）,,1,2,,,1,,,,1,,2,7
デニーズ　小茂根店,,,,,5,1,1,,,,,,7
どんぐり山公園,1,,,1,2,,,,,2,1,,7
なかいたプチパーク,1,,1,,4,,1,,,,,,7
ヒルマ薬局小豆沢店,,3,,1,3,,,,,,,,7
ファーマーズハウス板橋店,,,,6,,,,,,1,,,7
みなみ児童遊園,1,3,,,3,,,,,,,,7
むつみ橋児童遊園,5,1,,,,,,,,1,,,7
メリーポピンズ中板橋ルーム（A型）,,,,6,,1,,,,,,,7
加賀小学校通学区域,,,6,,1,,,,,,,,7
紀の国湯,,,,,1,4,1,,1,,,,7
戸田橋少年野球場Ｂ面,3,,,1,2,1,,,,,,,7
戸田少年硬式軟式兼用野球場Ａ面,1,1,,,2,,,,,,1,2,7
高島第五小学校,5,1,,,,,,,,,1,,7
高島平警察署成増駅前交番,1,,,,,,,,5,1,,,7
高島平警察署赤塚交番,6,1,,,,,,,,,,,7
高島平五丁目公園,6,1,,,,,,,,,,,7
高島平五丁目第二公園,6,,,,,,1,,,,,,7
高島平四丁目公園,6,1,,,,,,,,,,,7
高島平小規模保育園,,,,1,2,1,,,1,,,2,7
坂下三丁目第二児童遊園,6,1,,,,,,,,,,,7
坂下二丁目公園,6,1,,,,,,,,,,,7
三園一丁目緑地,6,1,,,,,,,,,,,7
志村一里塚,,,,1,2,1,,2,,1,,,7
志村警察署坂下交番,5,1,,,1,,,,,,,,7
志村第五中学校,5,1,,,,,,,,,,1,7
志村第三中学校,5,1,,,1,,,,,,,,7
事業所内バジリッコ保育園,,,,,3,2,1,,,,1,,7
小規模保育園ビーフェア板橋徳丸保育園,,,1,,2,,1,,1,1,,1,7
小豆沢神社,,1,,,1,,,,5,,,,7
小茂根福祉園,,1,,,,,4,1,,,,1,7
焼肉　平和苑,,,,6,,,,1,,,,,7
水久保公園,4,1,,,1,,,,1,,,,7
水道局板橋北営業所,5,1,,,,,,1,,,,,7
成増一丁目第三児童遊園,6,1,,,,,,,,,,,7
西前野児童遊園,4,1,,,,1,,,1,,,,7
西台公園,,,1,,,,1,,2,1,2,,7
赤塚四丁目公園,6,1,,,,,,,,,,,7
前野第二児童遊園,5,1,,,,,1,,,,,,7
前野幼稚園,,,2,1,3,,,,,,,1,7
双葉町児童遊園,5,1,,,,,,1,,,,,7
大門の森,6,1,,,,,,,,,,,7
竹の湯,,4,,,,,,3,,,,,7
中台さとやま公園,1,,,3,2,,,1,,,,,7
中台二丁目児童遊園,5,2,,,,,,,,,,,7
中板橋児童遊園,2,,1,1,,1,,,1,,,1,7
仲宿千年広場,5,,,,,2,,,,,,,7
都営三田線  志村坂上駅,1,,,,1,2,1,,,1,1,,7
土のうステーション 板3,,1,,,,6,,,,,,,7
土のうステーション　板7,,,,,,5,1,,1,,,,7
東武ストア前野町店,,,,7,,,,,,,,,7
道路補修工事（22）,,,,,,,,4,,2,1,,7
徳丸北野神社の田遊び,,1,1,,,1,1,,,,3,,7
板橋ルート　４観明寺,,,,1,2,,,1,1,1,1,,7
板橋区役所（東口）,1,,,,1,,3,,,,2,,7
板橋警察署上板橋駅前交番,,,,,,5,,,,1,,1,7
板橋四丁目24～48番地先,1,4,,1,,1,,,,,,,7
板橋西郵便局,5,1,,,,,,,,,,1,7
板橋第九小学校通学区域,,,7,,,,,,,,,,7
富士見街道にぎわい広場,5,1,,,,1,,,,,,,7
平成29年11月26日（日）午後11時７分頃,,,,,1,1,3,,2,,,,7
北赤羽駅,4,3,,,,,,,,,,,7
北部公園事務所,2,1,1,,,2,1,,,,,,7
茂呂山公園,1,,,,,,1,,,4,,1,7
A2614_,,,,6,,,,,,,,,6
AK5-11-281219,,,,,,,,,6,,,,6
D7337_,,,,,,,6,,,,,,6
D7735_,,,,,,6,,,,,,,6
HOC-11-07,,1,,,,,4,,,1,,,6
ND3-20-102,,,,,,,,6,,,,,6
No.100遺跡,1,1,1,1,,,2,,,,,,6
No.113遺跡,,4,,1,,,,,,,1,,6
No.14遺跡,5,,,,,,,,1,,,,6
No.152遺跡,,,1,1,3,,,,,1,,,6
No.176遺跡,,1,,1,,,4,,,,,,6
No.1遺跡,,,,,,,,1,1,2,2,,6
No.34遺跡,,,2,2,,,,1,,,1,,6
No.50遺跡,,,3,,,,,,1,,1,1,6
No.53遺跡,,,1,,,,4,,,,1,,6
No.67遺跡,,,,,,,,1,4,,1,,6
No.74遺跡,2,,1,,,1,,,,2,,,6
No.78遺跡,,4,,,,,,,,,,2,6
No.86遺跡,1,,,1,,2,,,1,1,,,6
OHC-15-02,,,,,,,,6,,,,,6
OSC-20-101,,,6,,,,,,,,,,6
OY2-15-25,6,,,,,,,,,,,,6
SG2-15-04-3,6,,,,,,,,,,,,6
あいおい児童遊園,2,,,,,3,,1,,,,,6
アカチャンホンポ小豆沢店,,,1,,4,,,,,,,1,6
アスク板橋本町保育園（A型）,,2,,,1,,,2,,1,,,6
イオン板橋店,,,,,2,2,,2,,,,,6
いさみや小竹向原店,,,,1,2,1,,,1,,1,,6
いたばし前野町保育園,1,,,,3,,,,,,1,1,6
イトーヨーカドー　上板橋店,1,2,,2,,1,,,,,,,6
いるか薬局水星店,,3,,,,,,,1,2,,,6
かうべる,,,,,,2,4,,,,,,6
グルメシティー板橋サンゼリゼ店,,,,,6,,,,,,,,6
さくらづつみ児童遊園,1,,1,1,1,1,,1,,,,,6
しろくま薬局,,,,,,1,2,1,2,,,,6
はんの木児童遊園,5,1,,,,,,,,,,,6
ヒカリ薬局大山店,,,1,2,,1,2,,,,,,6
プラザ薬局,,,1,2,,1,2,,,,,,6
ベネッセ板橋三丁目保育園,,,1,4,1,,,,,,,,6
ベルクスモール浮間舟渡,,,,1,2,1,,1,,,1,,6
まい薬局,,,,,,1,2,1,,2,,,6
マルフク,,,,,,1,,,,,5,,6
ゆみ薬局,1,2,1,2,,,,,,,,,6
ゆめの木,,,,5,,,,,,1,,,6
安田病院,,,,,2,,3,,,,,1,6
稲荷台第二児童遊園,5,,,,,,,1,,,,,6
延命寺,,,,,,3,,1,1,1,,,6
株式会社　肉のマルサン,,,,6,,,,,,,,,6
株式会社タニタ,,,,2,1,,1,,1,1,,,6
旧板橋第九小学校,,,,6,,,,,,,,,6
元祖つけそば　大勝軒（ヤスバ）,,,1,,,,,,,,,5,6
戸田橋少年野球場Ｅ面,1,,,,,,,,1,,,4,6
向屋敷公園,1,1,,4,,,,,,,,,6
高島第二中学校,5,1,,,,,,,,,,,6
高島平警察署高島平駅前交番,4,,,,,,1,1,,,,,6
高島平七丁目第二公園,3,1,,,1,1,,,,,,,6
坂下一丁目公園,5,1,,,,,,,,,,,6
桜川三丁目１８番遊び場,1,2,,1,,,,,,,,2,6
桜川中学校,1,1,1,,1,,,,1,,,1,6
三園小学校,2,,,,,,,,1,,1,2,6
志村第五小学校,1,,,,,,1,,,4,,,6
舟渡斎場,,1,,,,,,,3,,2,,6
舟渡小学校,2,1,,,,,1,,,2,,,6
舟渡水辺公園,,,1,,,,1,,2,,1,1,6
